Questions,Correct,A,B,C,D
"If magma contains more than 65% silica, the lava is called this.", felsic or acidic,felsic or acidic,thick,mafic or basic,dense
Which of the following states of America is an inland one and has an official motto that does not come from Latin?, Montana,Montana,Virginia,Oklahoma,South Carolina
"Which of the following states has an official motto In God we trust, which is also the official motto of the United States of America?", Florida,Georgia,Washington,South Dakota,Florida
Three of these US states have an official motto related to liberty. Spot the odd one., Oklahoma,Iowa,Oklahoma,New Jersey,New Hampshire
"This famous Latin maxim, which is the official motto of South Carolina, means While I breathe, I hope.", Dum spiro spero,Si quaeris peninsulam amoenam circumspice,Nil sine numine,Salus populi suprema lex esto,Dum spiro spero
Three of the following US states have a motto consisting of one single word in English. Which one does not belong to the group?, West Virginia,Utah,Texas,West Virginia,Rhode Island
"North to the Future is the official motto of this US state, which is the largest in area.", Alaska,Texas,Alaska,Nevada,Colorado
"Which of the following maxims, meaning The people rule, is the official state motto of Arkansas?", Regnat populus,Esto perpetua,Regnat populus,Dirigo,Ditat Deus
"This famous exclamation, which has been attributed to ancient scientist Archimedes, is the official state motto of California.", Eureka,Excelsior!,Virtute et armis,Ad astra per aspera,Eureka
The official motto of this state in the Pacific Northwest of the United States comes from Chinook Jargon., Washington,Wisconsin,Washington,Pennsylvania,New York
Which of these states has an official motto that doesnt include the word rights in it?, Indiana,Iowa,Indiana,Wyoming,Alabama
"Which volcano, located on Ross Island, Antarctica, is the southernmost active volcano on Earth?", Mount Erebus,Mayon Volcano,Cold Bay Volcano,Mount Erebus,Teide
"This volcano, which is the largest in Europe, is located on the largest island in the Mediterranean Sea.", Mount Etna,Mount Etna,Hekla,El Misti,Santorini
"Popocatépetl, a volcano whose name means Smoking Mountain, is 70 km away from the capital of which American country?", Mexico,Mexico,Peru,Canada,Argentina
"Mount Vesuvius, that is notorious for the destruction of two Roman cities in the year 79, was linked most closely to which hero and demigod?", Hercules,Asclepius,Apollo,Zeus,Hercules
"What is the biggest extinct volcano in Ecuador, situated in the Andes mountain.", Chimborazo,Chimborazo,Ojos Del Salado,Llullaillaco,Cotopaxi
"This dormant volcano, which is 66 km northeast of Tehran, is the symbol of Iranian resistance against foreign rule.", Mount Damavand,Mount Hood,Krakatoa,Mount Damavand,Krafla
"This active volcano, whose name means long mountain in Hawaiian, is one of the five peaks that form the Island of Hawaii.", Mauna Loa,Cotopaxi,Mauna Loa,Mount Kea,Hekla
What volcano located on the island of Tenerife represents the highest mountain on Spanish territories?, Teide,Teide,Stromboli,Santorini,Duvalo
"The name of this volcano, located on the Alaska Peninsula, means new eruption.", Novarupta,Newatsa,Mount Rainier,Novarupta,Mount Hood
Which is the volcanically active region that is situated in a famous national US park and has a territory of 55 kilometers by 72 kilometers?, Yellowstone Caldera,Yosemite Valley,Yellowstone Caldera,Mount Shasta,Cold Bay Volcano
Where is the southernmost point in all 50 states?, Hawaii,Texas,Hawaii,Florida,California
"And where is the lowest point in the USA, North America, and western hemisphere? I need the state and national park name."," California, Death Valley NP","Maine, Acadia NP","California, Death Valley NP","Arizona, Grand Canyon NP","Wyoming, Yellowstone NP"
The state with the largest area in the lower 48 is?, Texas,California,Texas,Montana,Arizona
"England, Norway, Belgium and Denmark all border this sea.", North sea,Baltic sea,Black sea,North sea,Aegean sea
"Towards the beginning of the new millennium, three of these four countries had a population of approximately 32 million people. Which is the odd one?", Colombia,Algeria,Kenya,Colombia,Morocco
"Ireland, Germany and Austria are famous for the high consumption of this alcohol.", Beer,Brandy,Beer,Wine,Vodka
"This island is well known in scientific fields for being home of five percent of the worlds plant and animal species, with 80% of them unique to it. The island is also the fourth biggest on Earth, with population of about 17,500,000 people.", Madagascar,Greenland,Madagascar,New Guinea,Tasmania
"In Greek mythology, this island is the legendary birthplace of the goddess of beauty, love, and passion, the charming Aphrodite, where according to the legend, she emerged from the sea foam.", Cyprus,Crete,Cyprus,Limnos,Rhodes
"Because of its spectacular nature forms, one of this insular countrys islands has been a set for the filming of many movie productions, including the highly successful, Lord of the Rings and The Chronicles of Narnia.", New Zealand,The Philippines,New Zealand,Indonesia,New Guinea
"Despite being the largest in the world, this island is sparsely populated, due to its unfavourable climate.", Greenland,Greenland,New Guinea,Victoria Island,Madagascar
"Being the most populous in the world, with bigger population than Australia and Antarctica, the density of this islands inhabitants forced the countrys government to start transmigration programs, aimed at resettling people to other, less-crowded parts of the country.", Java,Java,Sumatra,Borneo,Sulawesi
"This is the largest island in the Mediterranean Sea, famous for one of the worlds most active volcanoes - Etna.", Sicily,Sicily,Crete,Sardinia,Corse
"Al Nakheel Properties, one of the leading real estate developers in Dubai and creator of the worldwide famous Palm Islands, is also the initiator of another grand project of artificial islands, which resembles the shape of what?", The globe,A seashell,The globe,A human face,A dolphin
"Which of the following is a traditional Vietnamese clothing, worn primarily by women?", Áo dài,Qipao,Áo dài,Nhu,Raglan
The gowni is a typical national costume in which African country?, Tanzania,Tanzania,Malawi,Uganda,Indonesia
These knee-breeches made of leather are a traditional Bavarian garment., Lederhosen,Kilt,Lederhosen,Kisen,Wrestlers
"Hijab, which is also a term meaning barrier, is worn as a traditional clothing in which countries?", Arabic,African,European,Arabic,Latin
Which of these national costumes is closely related to Sikhism - a religion that comes from 16th-century northern India?, Turban,Khalsa,Sari,Turban,Sayyid
Barong is the embroidered formal garment of which country in South-East Asia?, The Philippines,Russia,Indonesia,The Philippines,Japan
Which of these national costumes does not belong to a European nation?, Hanfu,Hanfu,Tracht,Kilt,Kroje
Which one of the following national costumes is not Chinese?, Kente cloth,Kente cloth,Qipao,Cheongsam,Mao suit
Which of these pieces of clothing is worn on the head?, Fez,Fez,Mitumba,Koto,Kiondo
"Three of the enlisted national garments are African, while the fourth one is Norwegian. Which one?", Bunad,Sanafil,Bunad,Dashiki,Boubou
"According to the legend, which of these is a part of the Three Fortunate Concealments that protect Britain from any danger coming from the sea?", The head of Bran the Blessed,The head of Bran the Blessed,Stone of Destiny,The Dragons,The bones of Gwerthefyr the Blessed
While driving or walking down Kings Cross Road and Farringdon Road in London few people are aware that unseen beneath them runs which river?, River Fleet,River Thames,River Avon (Shakespeares Avon),River Rhodda,River Fleet
Who made the statue of King Richard I outside the Houses of Parliament in Old Palace Yard in London?, Baron Carlo Marochetti,John Doubleday,Baron Carlo Marochetti,Sir George Frampton,Joseph Edgar Boehm
"The Great Pavement, a hidden, unknown to most tourists and seldom-displayed treasure, is located in which building in London?", Westminster Abbey,Buckingham Palace,Tate Gallery,St Jamess Palace,Westminster Abbey
"The Old Royal Observatory, which is a part of the National Maritime Museum in London, was built in what year?", 1675,1675,1765,1567,1657
"This famous writer, whose house was at 17 Gough Square in London, said: When a man is tired of London, he is tired of life, for there is in London all life can afford.", Dr Samuel Johnson,Charles Dickens,Dr Samuel Johnson,Thomas Chestre,Tomas John Dibdin
"The Badwater basin, the lowest point in North America, is located in which US valley?", Death Valley,Sun Valley,Death Valley,Big Smoky Valley,Hudson Valley
"The Big Smoky Valley, that runs between the Toiyabe Range and the Toquima Range, is located in which US state?", Nevada,Minnesota,Indiana,Oregon,Nevada
The Grand Valley is an extended populated agricultural valley located along which US river?, Colorado River,Alabama River,Mississippi River,Colorado River,Missouri River
"Which scenic US valley was described by conservationist John Muir in the following way: (...) None can escape its charms. Its natural beauty cleans and warms like a fire, and you will be willing to stay forever in one place like a tree.?", Yosemite Valley,Willamette Valley,Yosemite Valley,Sun Valley,Yakima Valley
This densely populated valley in the state of Utah is enclosed by steep mountains in every direction except the northwest., Salt Lake Valley,St. Lawrence Valley,Livermore Valley,Las Vegas Valley,Salt Lake Valley
The Shenandoah Valley in western Virginia derives its name from a Native American expression meaning what?, Beautiful Daughter of the Stars,Beautiful Daughter of the Fields,Beautiful Mother of the Fruits,Beautiful Mother of the Land,Beautiful Daughter of the Stars
"Owens Valley, the arid ranching valley of the Owens River, stretches for approximately 75 miles (120 km) on the territory of which US state?", California,California,Arkansas,Alabama,Arizona
"According to the 2000 Census, what is the approximate population of The Bronx, New York?", 1.3 million,"530,000",1.3 million,"930,000","130,000"
"Who was the first European to see The Bronx, NY?", Henry Hudson,Henry Hutchinson,Jonas Bronck,Henry Hudson,Jonas Valerian
"Which one of these statements is true about The Bronx, NY?", The only borough that is not an island,The only borough with a zoo,The only borough  that has no colleges,The only borough that is not an island,The highest  borough above sea level .
"In 1643, a Native American uprising killed this unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.", Anne Hutchinson,Peter Cooper,Richard Morris,Anne Hutchinson,Roger Williams
"This oldest house in The Bronx, build in 1748, is New York Citys first house museum, operated since 1897 as a public museum by The National Society of Colonial Dames in the State of New York.", Van Cortlandt House,Valerian House,Van Cortlandt House,Throgs Neck,Fordam Arms
"In 1776, 400 British and Hessian troops land in The Bronx.  A group of 400 American troops held them off while Washington got the main army away safely.  What was this battle called ?", The Battle of Pells Point,The Battle of Pells Point,The Battle of Throgs Neck,The Battle of Eastchester,The Battle of The Bronx
"The first college in The Bronx, known as this today, was built in 1884.", Fordham University,Mercy College,Manhattan College,Fordham University,Lehman College
Edgar Allen Poe wrote this famous poem in The Bronx in 1846., Annabel Lee,Call Me Ishmal,Our American War,Annabel Lee,Hiawatha
"In 1899, this  world famous institution was opened in The Bronx.", The Bronx Zoo,Columbia University,The U.S. Olympic Hall of Fame,The Bronx Zoo,The American Hall of Fame
This world famous building opened in The Bronx in 1923., Yankee Stadium,The Top of the Sixes,Yankee Stadium,The Louis Morris Building,The Shlump Towers
"What are the colors on the flag of  The Bronx, NY?"," Blue, White, Orange","Red, White, Blue","Blue, White, Green","Blue, White, Orange","Red, Green, Orange"
Little Rock is the capital and most populous city of this US state., Arkansas,Arkansas,Wichita,Kansas,Topeka
"What US state borders the states of Virginia, Kentucky, Ohio, Pennsylvania and Maryland?", West Virginia,Tennessee,Virginia,West Virginia,North Carolina
Which US state is nicknamed The Pine Tree State?, Maine,New Hampshire,Missouri,Massachusetts,Maine
The southern region of what US state is known as Little Egypt?, Illinois,Virginia,Illinois,Ohio,Maryland
"The capital city of this US state is Trenton, and its largest city is Newark.", New Jersey,Montana,New Hampshire,New Mexico,New Jersey
The name of which American state means red people in the Choctaw language?, Oklahoma,Ohio,Oklahoma,North Dakota,Oregon
What US state is known as The Volunteer State?, Tennessee,Utah,Delaware,Tennessee,Colorado
The flag of what US state features a gold torch and nineteen stars on a blue rectangular field?, Indiana,Illinois,Idaho,Indiana,Iowa
What US state is known as the Peach State?, Georgia,Louisiana,Georgia,Montana,Connecticut
The name of this US state means flat water and is derived from the name of the Platte River that flows through the state., Nebraska,Montana,Nebraska,Utah,Oklahoma
Which country is known as Österreich in their native language?, Austria,Bulgaria,Germany,Austria,The Netherlands
Which countrys capital city is considered de facto capital of the European Union?, Belgiums,UKs,Hollands,Belgiums,Frances
Which country has the river Danube as most of its northern border?, Bulgaria,Austria,Hungary,Bulgaria,Romania
Which EU member is divided into a Greek and a Turkish part?, Cyprus,Greece,Slovenia,Cyprus,Bulgaria
"Which countrys first president was Václav Havel, a writer and dramatist?", Czech Republic,Hungary,Poland,Czech Republic,Slovakia
Which Nordic country was first to enter the European Union?, Denmark,Denmark,Sweden,Finland,Norway
Which European Union member is home to Santa Claus?, Finland,Finland,Cyprus,Turkey,Sweden
"Which of the EU founding members is the country of Liberté, Égalité, Fraternité?", France,France,UK,Germany,Italy
Which European Union member has the greatest number of islands?, Greece,Greece,Italy,UK,Denmark
Which country is the only member of the European Union that is partly located in Africa?, Spain,France,UK,Spain,Malta
Which EU member has a significant part of its territory below sea level?, The Netherlands,Belgium,The Netherlands,Poland,Estonia
"This European Union member was once known for huge migration of its people, mainly to the US and UK. Nowadays, however, it attracts many immigrants from new EU members.", Ireland,Spain,Ireland,Italy,Germany
"Which EU member was the largest country in Europe in XIV century, but now has land area of just 65 000 sq. km?", Lithuania,Denmark,Lithuania,Austria,Netherlands
Which mini country was among the European Union founding members?, Luxembourg,Luxembourg,Malta,Monaco,Liechtenstien
In which European Union member the native people make up only 60% of the total population?, Latvia,Poland,Austria,Latvia,France
Which former British colony joined the European Union in 2004?, Malta,Gibraltar,Ireland,Syria,Malta
Which country is the biggest contributor to the European Union budget?, Germany,UK,Germany,Italy,France
Which country has twice rejected European Union membership in national referendums?, Norway,Poland,Norway,Turkey,UK
Which European Union member was the first country to reject communist rule and thus sparkle the liberation of so called Eastern Block?, Poland,Czech Republic,Romania,Germany,Poland
Where is the European Unions westernmost point not counting overseas territories?, In Portugals Azores islands,In Spains Canary islands,In Portugals Azores islands,In Iceland,In Ireland
Which EU member state was known to the ancient Greeks and Romans as Dacia?, Romania,Macedonia,Bulgaria,Romania,Slovenia
Which country is the youngest independent state to be a member of the European Union? (It has been an independent country only since 1993.), Slovakia,Montenegro,Slovenia,Slovakia,Cyprus
In May 2004 the European Union accepted 10 new countries. Which of them was first to adopt the Euro as its national currency?, Slovenia,Slovenia,Poland,Slovakia,Estonia
Which country associated with banking is not a member of the European Union?, Switzerland,Luxembourg,UK,Austria,Switzerland
In which country is the European Union’s biggest lake located?, In Sweden,In Finland,In Poland,In Sweden,In Hungary
"Which Muslim country was recognized as a candidate for accession in the EU on December 12th, 1999 at the Helsinki summit of the European Council?", Turkey,Israel,Morocco,Syria,Turkey
"All but three European Union official languages are from the Indo-European family. They are Finnish, Estonian and which other language?", Hungarian,Greek,Hungarian,Polsih,Bulgarian
Most of the European Union members are also part of a Schengen Agreement that allows their citizens to travel without passports across the member states. Which EU member is outside of the Schengen group?, UK,Lithuania,UK,Poland,Denmark
Which member of the European Union completely surrounds two countries that are outside of the club?, Italy,Austria,France,Spain,Italy
The Shaolin temples are perhaps the Buddhist monasteries best known in the West. The word Shaolin means this., Young Forest,Blue Sky,Silent Soul,Young Forest,Pure Water
Which EU country or US state is not entirely situated on (an) island(s)?, Rhode Island,UK,Hawaii,Rhode Island,Cyprus
Which country or state was the first to be attacked in WWII?, Poland,Denmark,Hawaii,Poland,US Virgin Islands
Where was the colonial settlement New Amsterdam located?, The state of New York,UK,New Jersey,Holland,The state of New York
Which of these is the largest in terms of area?, Germany,Georgia,Florida,Germany,Finland
Which of these peaks is the highest?, McKinley (Alaska),Grossglockner (Austria),McKinley (Alaska),Mont Blanc (France),Mount Elbert (Colorado)
Which of the following metropolitan areas is the largest in terms of population?, New York City,London,New York City,Paris,Los Angeles
"Which river, flowing entirely through a single country or state, is the longest?", Vistula (Poland),Vistula (Poland),Loire (France),Iowa (Iowa),Illinois (Illinois)
"What is the location of the worlds largest particle physics laboratory, established in 1954?", In neither of them,In the EU,Both have laboratories of equal size.,In the US,In neither of them
Which of the following countries and states shares its name with its capital city?, Luxembourg,New York,Malta,Luxembourg,Oklahoma
Which of these cities was established first?, Madrid (Spain),New York City (New York),Copenhagen (Denmark),Madrid (Spain),Boston (Massachusetts)
Which of the following flags doesnt include a cross?, the flag of Alaska,the flag of Mississippi,the flag of the UK,the flag of Denmark,the flag of Alaska
Birmingham is the most populous city of which country or US state?, Alabama,Austria,Alabama,the UK,Utah
Which one of these is not a Greek Mediterranean island?, Minorca,Minorca,Lemnos,Crete,Santorini
Which one of these Mediterranean islands is the smallest in area?, Corfu,Corsica,Cyprus,Crete,Corfu
"What two colors are featured on the flag and coat of arms of Malta, a country consisting of seven Mediterranean islands?", White and red,Green and black,Yellow and purple,White and red,Blue and yellow
"Which one of these Mediterranean islands, belonging to Italy, is the largest in area?", Sardinia,Sardinia,Procida,Capri,Ischia
"This island, on which the volcano Etna is situated, is the largest Mediterranean island.", Sicily,Sicily,Corsica,Rhodes,Sardinia
Which French Mediterranean island is the birthplace of Napoléon Bonaparte?, Corsica,Cyprus,Gozo,Corsica,Montecristo
"On April 11, 2002, Al-Qaeda carried out a terrorist attack near a synagogue on which Tunisian island?", Djerba,Djerba,Yalikavak,Salih Ada,Kargi Adasi
Which one of these Mediterranean islands does not belong to the group of the Balearic Islands?, Capri,Ibiza,Mallorca,Capri,Formentera
Which of these Mediterranean islands belongs to Croatia and is home of the endangered Griffon Vulture?, Cres,Filfla,Procida,Cres,Gorgona
What motto do North Carolina license plates carry?, First In Flight,The Old North State,First In Flight,Nothing Finer,Tarheel State
North Carolina has been well represented on the American Idol TV series Which contestant from the state became Americas Idol in 2004?, Fantasia Barrino,Fantasia Barrino,Kerrier Ann Pickler,Clay Aiken,Taylor Hicks
"In 1838 the Federal Indian Removal Policy was forced into effect by The Treaty of New Echota. Twenty Cherokee Indians, none elected officials of the Cherokee Nation, signed over all Cherokee Territory east of the Mississippi for five million dollars. The Cherokee Indians were then forced to march from their home in the mountain of North Carolina to Okalahoma. This journey became know by what name?", Trail of Tears,Journey of No Return,Trail of Tears,Cherokee Death March,March of Sorrow
"This military complex in North Carolina is one of the largest in the world and home to the 82 Airborne, the Golden Knights, and U.S. Army Special Operations Command.", Fort Bragg,Fort Bragg,Fort Campbell,Fort Polk,Fort Dix
Riga is the capital of which Baltic country?, Latvia,Estonia,Lithuania,Belarus,Latvia
What country gained independence from the British Mandate for Palestine in 1948?, Israel,Syria,Sierra Leone,Jordan,Israel
What city is the capital of Madagascar?, Antananarivo,Antananarivo,Toamasina,Harare,Maputo
What river encountered during the Lewis and Clark expedition (1804-1806) flows directly into the Pacific Ocean between Washington and Oregon?, Columbia,Missouri,Snake,Columbia,Colorado
Which explorer was the first to reach the South Pole?, Roald Amundsen,Richard Byrd,Sir Robert Falcon Scott,Roald Amundsen,Sir Ernest Henry Shackleton
What sea captain claimed British possession of the eastern part of Australia in 1770 naming it New South Wales?, James Cook,James Cook,Horatio Nelson,Cuthbert Collingwood,Arthur Phillip
