Questions,Correct,A,B,C,D
"This stern lady from the movie The Wizard of Oz is Dorothys neighbour, who threatens to have her dog Toto put to sleep.", Miss Almira Gulch,Miss Almira Gulch,Miss Fanny Green,Miss Daisy Green,Miss Alvina Gray
The 1939 movie The Wizard of Oz is based on which novel by L. Frank Baum?, The Wonderful Wizard of Oz,Dorothys Adventures in Oz,The Land of Oz,The Wizard of Oz,The Wonderful Wizard of Oz
"To celebrate the 50th anniversary of the movie The Wizard of Oz, a real pair of ruby slippers were made. What is the cost of the slippers?", 3 million dollars,1 million dollars,10 million dollars,5 million dollars,3 million dollars
Which 2002 movie is this audio clip from?, My Big Fat Greek Wedding,My Big Fat Greek Wedding,Eat Drink Man Woman,The Wedding Banquet,Betsys Wedding
Which 2004 movie is this audio clip from?, Meet the Fockers,Father of the Bride,American Wedding,Surviving Christmas,Meet the Fockers
Cameron Frye, Ferris Buellers Day Off,The Great Outdoors,Ferris Buellers Day Off,Pretty in Pink,Some Kind of Wonderful
John Bender, The Breakfast Club,Weird Science,Class Reunion,The Breakfast Club,Sixteen Candles
Long Duk Dong, Sixteen Candles,European Vacation,Sixteen Candles,Weird Science,"Planes, Trains  Automobiles"
Buck Russell, Uncle Buck,Mr. Mom,"Planes, Trains  Automobiles",Uncle Buck,Shes Having a Baby
"Clark Wilhelm Griswold, Jr.", Vacation,Mr. Mom,Vacation,The Great Outdoors,Ferris Buellers Day Off
Andie Walsh, Pretty in Pink,Class Reunion,Pretty in Pink,Some Kind of Wonderful,Weird Science
Chet Ripley, The Great Outdoors,Weird Science,Nate and Hayes,The Great Outdoors,Uncle Buck
Jack Butler, Mr. Mom,Pretty in Pink,Class Reunion,Mr. Mom,European Vacation
Gary Wallace, Weird Science,Nate and Hayes,Some Kind of Wonderful,Weird Science,Shes Having a Baby
Del Griffith," Planes, Trains  Automobiles",Class Reunion,Uncle Buck,Ferris Buellers Day Off,"Planes, Trains  Automobiles"
What kind of car is Richard Geres character driving in the movie Pretty Woman?, Lotus Esprit,Lotus Esprit,Porsche Carrera,Lamborghini Gallardo,Lamborghini Murcilago
"In the film Pretty Woman, this character, portrayed by Julia Roberts, is a prostitute who meets Edward Lewis, after he asks her for directions.", Vivian Ward,Vivian Ward,Vivian Vance,Vivian Brandt,Vivian Tyler
Who was the best friend and roommate of Julia Roberts character in the film Pretty Woman?, Kit,Kat,Lee,Lou,Kit
"In the film Pretty Woman, Edward Lewis takes the character portrayed by Julia Roberts to see which opera?", La Traviata,La Traviata,MacBeth,Madame Butterfly,Rigoletto
In the film Pretty Woman how much money does Edward Lewis pay Julia Roberts character to be his escort?," $3,000","$1,000","$8,000","$3,000","$5,000"
In a scene from the movie Pretty Woman Julia Roberts character is taking a bath and listening to her walkman. What song is she singing?, Kiss by Prince,Material Girl by Madonna,Like a Virgin by Madonna,Bad Girls by Donna Summer,Kiss by Prince
What is the name of Jake Ryans girlfriend in the movie Sixteen Candles?, Caroline Mulford,Samantha Baker,Caroline Mulford,Caroline Inthecity,Eve Quizeditor
"In the movie Sixteen Candles, Molly Ringwald played the part of Samantha Baker. What actress was originally chosen to play that part?", Ally Sheedy,Lori Loughlin,Demi Moore,Ally Sheedy,Emma Thompson
What is the name of the foreign exchange student in the classic 80s movie Sixteen Candles?, Long Duc Dong,Long Duc Dong,One Hung Low,Egg Foo Yeung,Sum Guy Tony Wang
"In the movie Sixteen Candles, Anthony Michael Hall plays the part of Farmer Ted. In order to show his friends that he is cool, he fabricates a story about Samantha and himself. What does he produce to his friends, to show that he was with Samantha?", Her underwear,Her Bra,Her phone number,A picture with Sam and himself in a photo booth,Her underwear
Sams sister Ginny is having menstrual cramps right before her wedding in Sixteen Candles. What does she take to relieve the pain?, muscle relaxants,Vodka,muscle relaxants,Midol,a bunch of aspirin
Where did Samantha Baker and her family live in the film Sixteen Candles?, Illinois,New York,Detroit,Philadelphia,Illinois
"In the movie Sixteen Candles, Farmer Ted ends up getting together with Jake Ryans girlfriend. They wake up in the back seat of Jakes fathers car. What kind of car is it?", Rolls Royce,Cadillac,Rolls Royce,Corvette,Jaguar
What actor played the part of Samanthas dad Jim Baker in Sixteen Candles?, Paul Dooley,Moses Gunn,Paul Schmooley,Paul Dooley,Ben Dover
What is the name of the character portrayed by actor John Cusack in the hilarious movie Sixteen Candles?, Bryce,Harvey,Rick,Bryce,Cliff
What kind of car does Jake Ryan drive in the classic flick Sixteen Candles?, Porsche,Porsche,Rolls Royce,69 Mustang,Trans Am
What year did the classic movie Jaws come out in the movie theatres?, 1975,1975,1973,1979,1971
"At the beginning of the movie Jaws, a girl goes out for a swim and is eaten by the great white shark. What is the girls name?", Chrissy,Penelope,Sarah,Eli,Chrissy
What was the name of the fishing vessel used in the attempts to catch the great white shark in the movie Jaws?, The Orca,Shark Catcher,The Pacific Princess,The SS Minnow,The Orca
Who plays Chief of Police Martin Brody in the classic movie Jaws?, Roy Scheider,Roy Scheider,Robert Shaw,Justin McAllister,Richard Dreyfuss
"In the movie Jaws a mother puts a bounty on the great white shark, after her boy is killed. How much is the bounty?"," $3,000","$20,000","$3,000","$10,000","$5,000"
Who played  Marine biologist Matt Hooper in the movie Jaws?, Richard Dreyfuss,Matt Houston,Lee Horsley,Robert Shaw,Richard Dreyfuss
Where was the local shooting done for the movie Jaws?," Marthas Vineyard, Massachusetts","Brooklyn, New York","Marthas Vineyard, Massachusetts",New Jersey,"Junction City, Kansas"
What were the names of chief Brodys two sons in the movie Jaws?, Michael and Sean,Neal and Bob,Michael and Sean,Anthony and Bobby,Greg and Peter
"In the novel Jaws, Chrissy Watkins is said to have been eaten by the great white shark in mid-June, but in the movie when her death certificate is being typed, the date of her death is different. What is it?", July 1st,July 1st,May 31st,August 13th,September 4th
What year did the classic movie Home Alone first hit the theatres in the United States?, 1990,1990,1991,1992,1993
The McCallister family flies away for Christmas vacation and leaves their son Kevin home alone. What country is the McCallister family going to for the holidays?, France,France,Italy,India,Japan
Where do the McCallister family reside in the great 90s movie Home Alone?, Chicago,Detroit,Philadelphia,Chicago,New York
What is the nickname of burglars Marv and Harry in the movie Home Alone?, The Wet Bandits,Barney  Clyde,The Wet Bandits,Rob  Stealin,The James Gang
What is the name of Kevin McCallisters wise cracking brother in the movie Home Alone?, Buzz,Marty,Spike,Bizz,Buzz
"In the movie Home Alone, when Harry (one of the burglars) comes to the house impersonating a police officer, Kevin sees him and realizes that he has seen him before robbing one of his neighbors houses. What does Kevin notice about him that makes him figure out that he is one of the burglars ?", a gold tooth,he walks with a limp,a gold tooth,he has one finger missing on his right hand,he is wearing a wig
This line was spoken by actress Clara Blandick in which 1939 motion picture: Now you go feed those hogs before they worry themselves into anemia.?, The Wizard of Oz,The Wizard of Oz,State Fair,Oklahoma,Gone With the Wind
"In this 1946 movie, set during Christmas time, Harry Bailey said the following about his brother, played by James Stewart: To my big brother George - the richest man in town!", Its a Wonderful Life,White Christmas,Somewhere in Dreamland,Its a Wonderful Life,The Gift of the Magi
"What actor delivered this roguish line in a noted Civil War movie that premiered in 1939?  ...and you Miss, are no lady.", Clark Gable,Clark Gable,Lionel Barrymore,Spencer Tracy,Humphrey Bogart
"This 1967 film starred Dustin Hoffman who asked the question: Mrs. Robinson, youre trying to seduce me. Arent you?.", The Graduate,The Graduate,John and Mary,All the Presidents Men,Kramer vs. Kramer
"Name the 1931 movie that contains the quote,  Listen to them, the children of the night. What music they make.", Dracula,The Wolfman,Dracula,The Devils Castle,Curse of the Demon
"The following words were spoken by the character Carl Denham in which 1933 movie: Oh, no.  It wasnt the airplanes. It was Beauty killed the Beast?", King Kong,The Beast,King Kong,Beauty and the Beast,The Bride of the Beast
"Which science fiction movie contains these words, spoken by Elliot: He needs to go home, hes calling his people, and I dont know where they are, and he needs to go home.?", E.T. the Extra - Terrestrial,The Ewok Adventure,Fire in the Sky,E.T. the Extra - Terrestrial,Flight of the Navigator
"These words were delivered by Scottish national hero William Wallace, who was featured in what 1995 movie: Aye, fight and you may die, run, and youll live ...   at least for awhile.?", Braveheart,Braveheart,The Bruce,The Black Prince,The Warrior
What is the name of the place in which the main characters of Pirates of the Caribbean live?, Port Royal,Port Royal,Royal Pointe,Black Pearl,England
"Singer Johnny Cash was very close to his older brother Jack, who died in an accident involving what?", Table Saw,Shotgun,Tractor,Table Saw,Wagon
"What is the birth name of singer Johnny Cash, whose life is depicted in the movie Walk the Line?", J. R. Cash,Johnny Cash,J. R. Cash,John Randall Cash,John Cash Jr.
"While in the military, Johnny Cash is inspired by a film about a prison and its inmates and composes what famous song?", Folsom Prison Blues,Behind These Folsom Walls,Ring of Fire,Folsom Prison Blues,Folsom Blues
"In the film Walk the Line, a record executive says to Johny Cash, Whats with the black? You look like you are going to a funeral. What does Johny reply?", Maybe I Am,Wishful thinking?,Only my own,Maybe I Am,He doesnt respond
"In the film Walk the Line, the part of Cashs long-time friend, Waylon Jennings was played by Jennings  son in real life. What is his name?", Shooter Jennings,Harvey Jennings,Hank Jennings,Shooter Jennings,Stormer Jennings
This doctor who can communicate with animals is portrayed by Eddie Murphy., Dr. Dolitte,Dr. Evil,Dr. Strangelove,Dr. Zhivago,Dr. Dolitte
"In this 1978 film, Doctor Sam Loomis is the psychiatrist who takes care of Michael Myers at Smiths Grove-Warren County Sanitarium in Illinois.", Halloween,The Amityville Horror,Halloween,Dawn of the Dead,The Omen
"In this comedy - horror film, Dr. Everett Von Scott is a scientist who rivals Dr. Frank-N-Furter.", The Rocky Horror Picture Show,The Texas Chain Saw Massacre,The Exorcist,The Rocky Horror Picture Show,Carrie
In this 1968 film Maurice Evans portrays Dr. Zaius who thinks all humans must be exterminated., Planet of the Apes,Casino Royale,Planet of the Apes,2001: A Space Odyssey,Goldfinger
Nigel Bruce portrayed Dr. Watson in what 1939 film?, The Adventures of Sherlock Holmes,The Adventures of Philip Marlowe,The Adventures of Sherlock Holmes,The Adventures of Dick Tracy,The Adventures of Sam Spade
"“The Exorcist”, rated as the scariest movie of all time, is burlesqued in which part of  “Scary Movie”?", Scary Movie 2,Scary Movie 4,Scary Movie 2,Scary Movie 3,Scary Movie
"In “Scream”, what were the words that Billy spoke right before shooting Randy and revealing himself as one of the killers?", We all go a little mad sometimes.,We all go a little mad sometimes.,"Boy, do I have a surprise for you!",I told you I have a surprise for you.,"Surprise, Sidney!"
"Freddy Krueger, the villain in “A Nightmare on Elm Street”, was named after which of these?", a bully,a carpenter who killed his entire family,the first names of a couple of  burglars,a bully,an old jazz singer
"Michael Myers, the psychopath from the Halloween series, wears a mask. The first mask he wore was actually a misshaped mask of  a famous character in a show. Who is the character and  what is the name of the show?"," Captain Kirk, “Star Trek”","Robin, “Batman”","Captain Kirk, “Star Trek”","John Steed, “The Avengers”","Lt. Kojak, “Kojak”"
"In the Hellraiser series, in order for Pinhead to be summoned, one should do what?", open a puzzle box,dial a 7-digit number and say “I call you! Come now!”,spell out his name five times in front of a mirror,break the spell that keeps him in Hell,open a puzzle box
"In the movie “Bride of Chucky”, the fourth of the Child’s Play series, Chucky’s girlfriend Tiffany brings Chucky back using what book about voodoo magic?", Voodoo 4 Dummies,The Power of Voodoo Magic,Voodoo 4 Dummies,The Voodoo Guide 2000,Voodoo Forever
"Jason Voorhees, the main character in Friday the 13th series puts on a mask to hide his horrible face in which movie?", Friday the 13th Part 3,Friday the 13th Part 3,Friday the 13th Part 2,Friday the 13th Part VI: Jason Lives,Friday the 13th: A New Beginning
"Who directed the 1980 movie “The Shining”, based on a Stephen King novel and starring Jack Nicholson?", Stanley Kubrick,Francis Ford Coppola,Alfred Hitchcock,Stanley Kubrick,Steven Spielberg
Which of the following is not a horror movie?, Gods and Monsters,Gods and Monsters,Urban Legends,Candyman,Hostel
How does prom queen Helen Shivers die in the 1997 blockbuster “I Know What You Did Last Summer”?, She is hooked to death,She is throat-slashed,She is hooked to death,She is poisoned with hydrocyanogen,She gets hit by a car
"Saturday Night Fever, a movie about the troubled Brooklyn youth, Toni Manero, helped to popularize disco music. In what year did the movie come out?", 1977,1979,1978,1977,1976
"What was the name of Tony Maneros brother, portrayed by actor Martin Shakar in the movie Saturday Night Fever?", Frank,Frank,Joey,Domenick,Johnny
"This English born director had worked for television for years before his breakthrough with Saturday Night Fever. His filmography includes movies such as, Dracula, Point of No Return and Brothers Keeper.", John Badham,Stanley Kubrick,Gene Carr,Oliver Stone,John Badham
"In the movie Saturday Night Fever, Tony Manero and his friends from Bay Ridge, Brooklyn, climbed along the parapets of which bridge?", Verrazano Narrows Bridge,Verrazano Narrows Bridge,Triboro Bridge,Manhattan Bridge,Brooklyn Bridge
"In Saturday Night Fever, this character, portrayed by Barry Miller, fell off the bridge and died.", Bobby,Frank,Enzo,Gino,Bobby
"Tony Manero, the main character in the movie Saturday Night Fever, had posters of which actor?", Al Pacino,Robert DeNiro,Al Pacino,Dustin Hoffman,Harvey Keitel
"In Saturday Night Fever, Tony Manero and his friends go dancing in order to escape from the harsh reality of life. What is the name of the disco club they visit every Saturday night?", 2001 Odyssey,2001 Odyssey,Elefas,Thriller,Boogie Wonderland
"In Saturday Night Fever, this actress portrayed the aloof Stephanie Mangano, who after much urging, agreed to be Tony Maneros partner in a dance competition.", Karen Gorney,Donna Pescow,Fran Drescher,Ellen Travolta,Karen Gorney
What is Andrews last name in the movie The Breakfast Club?, Clark,Clay,Clark,Dickinson,Sutherlin
How many students had to spend their Saturday in detention in the movie The Breakfast Club?, 5,5,7,8,10
Why did Brian get a Saturday detention in the film The Breakfast Club?, He was going to kill himself,All of these,He had pot and marijuana,He killed someone,He was going to kill himself
Which 1997  movie was nominated for 14 Academy Awards?, Titanic,Titanic,Shakespeare in Love,Gandhi,The Last  Emperor
Which one of these movies did not win 10 Academy Awards?, Amadeus,Amadeus,Titanic,Ben-Hur,The Lord of the Rings: The return of the King
Which movie adaptation of a Broadway musical won eleven Academy Awards?, West Side Story,My Fair Lady,Oliver,Gigi,West Side Story
Which 1987 movie won the Best Picture Award?, The Last Emperor,My Fair Lady,The Last Emperor,On the Waterfront,Gigi
Which of these Westerns won 7 Academy Awards?, Dances with Wolves,Dances with Wolves,How the West Was Won,Fort Apache,"The Good, The Bad , and the Ugly"
Which British movie won 8 Oscars?, Gandhi,Mrs. Miniver,Gandhi,A Room With A View,Oliver!
Which two movies have been nominated for 11 Academy Awards but won none?, The Color Purple and The Turning Point,Ragtime and The Elephant Man,Quo Vadis and The Nuns Story,Peyton Place and The Sand Pebbles,The Color Purple and The Turning Point
This 1972 musical won 8 Academy Awards but not the Best Picture Award., Cabaret,Chicago,My Fair Lady,Gigi,Cabaret
"This movie won Oscars for Best Picture, Best Original Screenplay and Best Editing at the 78th Academy Awards.", Crash,Traffic,The Aviator,Crash,Saving Private Ryan
What was Gollums real name before he became obsessed with the idea of having the One Ring?, Smeagol,Smealum,Smeagol,Gameagol,Gamgee
Approximately how many Orcs participate in the battle of Helms Deep in the movie Lord of the Rings?," 10,000","10,000","500,000","50,000","100,000"
"In the The Fellowship of the Ring movie, what is the name of Sams crush?", Rosie,Sally,Rosie,Suzie,Rubby
"In Lord of the Rings, which of these is a son of Denethor II, the twenty-sixth and last Ruling Steward of Gondor?", Faramir,Aragorn,Faramir,Baramir,Theoden
Whose rulers wife dies giving birth to their son Theodred in Lord of the Rings?, Theodens,Theodens,Elronds,Haldirs,Denethors
"In Lord of the Rings, what is Boromir’s younger brother’s name?", Faramir,Haldir,Albert,Eomer,Faramir
How many rings were given to humans by Sauron in Lord of the Rings?, 9,5,9,7,11
Which of these is a name of a location in the Lord of the Rings films that translates Pass of the Spider?, Cirith Ungol,Númenor,Cirith Ungol,Minas Morgul,Minas Tirith
What was the race of humans that fought against the Fellowship and their Allies in Lord of the Rings?, Easterlings,Noldorin,Mûmakil,Easterlings,Istari
"In Lord of the Rings, what was the name of the bread given by the Elves to the Fellowship?", Lembas,Sindarin,Athelas,Lembas,Quenya
"In Star Wars: A New Hope, who was R2-D2 and C-3POs original master?", Princess Leia,Obi Wan Kenobi,Princess Leia,Luke Skywalker,Anakin Skywalker
In Star Wars Princess Leia is being held at what block on the Death Star?, 1138,1553,1138,1838,1332
Which character on Star Wars said No blasters! No blasters!?, Bartender,Dr. Evazan,Bartender,Greedo,Stormtrooper
What wars did Star Wars character Obi Wan Kenobi fight in?, Clone Wars,Clone Wars,Rebellion Uprising,Cold Wars,Imperial Wars
In Star Wars Episode IV: A New Hope Princess Leia tells Grand Moff Tarkin that the rebel base is where?, Dantoine,Alderaan,Tatooine,Dantoine,Endor
"Which Star wars character delivered the words, I cant. Its too big.?", Luke Skywalker,Han Solo,Luke Skywalker,Leia,Yoda
Which character does Luke call for first when hanging below Cloud City in The Empire Strikes Back?, Ben Kenobi,C3P0,Ben Kenobi,Yoda,Leia
What was Lukes call sign while in the surroundings of Hoth in The Empire Strikes Back?, Echo 3,Echo 3,Echo 5,Echo 1,Echo 7
Name the Star Wars character who said: Search your feelings. You know it to be true., Darth Vader,Obi Wan Kenobi,Yoda,Emperor Palpetine,Darth Vader
What was ejected from the first Star Destroyer in The Empire Strikes Back?, Imperial Probe Droid,Nothing,Tie Fighter,Transport Pod,Imperial Probe Droid
How old does Star Wars character Yoda say he is?, 900 years,400 years,100 years,900 years,500 years
"What is the name of the lead singer of The Max Rebo Band, featured in The Return of the Jedi?", Sy Snootles,Doda Bodonawieedo,Sy Snootles,Max Rebo,Joh Yowza
"Which character delivered the line, Your mind powers will not work on me boy.?", Jabba the Hutt,Jabba the Hutt,The Emperor,Bib Fortuna,Darth Vader
What is the price that Jabba settles on with the Bounty Hunter for Chewbacca?," 35,000 credits","35,000 credits","40,000 credits","50,000 credits","25,000 credits"
Whose body was replaced in the 2004 Remastered DVD at the very end of The Return of the Jedi?, Anakin Skywalkers,Obi Wan Kenobis,Anakin Skywalkers,Emperor Palpetines,Mace Windus
"Which Star Wars character asked the question, Are you an angel??", Anakin Skywalker,Queen Amidala,Obi Wan Kenobi,Anakin Skywalker,Jar Jar Binks
Which of these characters was Obi-Wan Kenobis mentor?, Qui Gon Jin,Mace Windu,Yoda,None of these,Qui Gon Jin
"Which of these lines was spoken by Darth Maul, a fictional character in the Star Wars universe?", At last we will reveal ourselves to the Jedi. At last we will have revenge.,"Brave, but, foolish, my old Jedi friend.",It is obvious that this contest cannot be decided by our knowledge of the Force... but by our skills with a lightsaber.,"Wipe them out, all of them.",At last we will reveal ourselves to the Jedi. At last we will have revenge.
Who played the twin look-a-like of Queen Amidala in The Phantom Menace?, Keira Knightley,Kate Bosworth,Jennifer Garner,Keira Knightley,Christina Milian
"Which Star wars character said, I killed them. I killed them all. Theyre dead, every single one of them.?", Anakin Skywalker,Jango Fett,Count Dooku,Anakin Skywalker,Emperor Palpetine
"On the fictional Star Wars planet Geonosis, Obi-Wan learns that Count Dooku and Nute Gunray have built a new droid army, and that Gunray has ordered the assassination of which one of these?", Padmé,Senator Bail Organa,Padmé,Master Yoda,The Jedi Council
Padme Amidala is the queen of which planet in the Star Wars universe?, Naboo,Coruscant,Alderaan,Corellia,Naboo
"Which fictional character stated, I dont mind flying, but what youre doing is suicide.?", Obi Wan Kenobi,Anakin Skywalker,Padme,Obi Wan Kenobi,Mace Windu
What is the name of the squadron of blue-striped clone troopers that Darth Vader leads into the Jedi Temple?, 501st Legion,501st Legion,Royal Guards,66th Infantry,Imperial Guards
What directive ordered the Clone Troopers to destroy all of the Jedi in Star Wars?, Order 66,Operation 501,Operation 66,Order 66,Order 501
The following words belong to which Star Wars character: Then our worst fears have been realized. We must move quickly if the Jedi Order is to survive.?, Mace Windu,Supreme Chancellor,Mace Windu,Anakin Skywalker,Obi Wan Kenobi
Where does Star Wars character Obi-Wan kill General Grievous?, Utapau,Utapau,Felucia,Kessel,Mustafar
What were C-3POs last words in Revenge of the Sith?, Oh no!,The maker has returned!,Oh no!,"Yes, Your Highness.","Oh, dear."
"Fast Times at Ridgemont High, directed by Amy Heckerling, was released to theaters in what year?", 1982,1989,1972,1992,1982
