Questions,Correct,A,B,C,D
Larry Brown led this team from 1997 to 2003.,D,Chicago Bulls,LA Lakers,Denver Nuggets,Philadephia 76ers
"Mark Price, Larry Nance, Brad Daugerty, Shawn Kemp and Austin Carr have been chosen to be this teams all-time starting five.",A,Cleveland Cavaliers,Philadelphia 76ers,Denver Nuggets,Houston Rockets
This team is one of the five playing in the Southwest Division of the Western Conference. Tracy McGrady (as of 2005)  plays for this team.,A,Houston Rockets,Minnesota Timberwolves,Utah Jazz,San Antonio Spurs
Arguably the most famous NBA team. Michael Jordan played for this team.,D,Miami Heat,Utah Jazz,Sacramento Kings,Chicago Bulls
Which division do the Sacramento Kings play in?,C,Southwest Division of the Western Conference,Atlantic Division of the Eastern Conference,Pacific Division of the Western Conference,Central Division of the Eastern Conference
This team drafted and then exchanged for another player Chris Webber in 1993.,A,Orlando Magic,Sacramento Kings,Golden State Warriors,Miami Heat
"This team won its first division title in the 1969-70 season, when Spencer Heywood signed with the club.",D,Philadelphia 76ers,Detroit Pistons,Chicago Bulls,Denver Nuggets
This team moved to Detroit in 1957. It was founded by Fred Zollner in 1940.,C,Knicks,Warriors,Pistons,Lakers
"Which of these people founded the World Wrestling Entertainment, Inc?",C,Hulk Hogan,Shane McHamon,Vincent McMahon,Ric Flair
Professional wrestler Ric Flair was once manager of the WWEs RAW brand.,B,True,False,,"Q In professional wrestling, the high side thrust kick, often used by Shawn Michaels as a finishing move, is also known by what name?"
RAW wrestling star Kurt Angle was shaved on stage after a match with Edge in 2002.,A,True,False,,Q Has wrestler Bret Hart been inducted in the WWE Hall of Fame?
What number did Hank Aaron wear for the Atlanta Braves?,B,26,44,7,15
"In Major League Baseball, first and second bases are this far apart.",C,85,95,90,93
How many home runs did Hank Aaron hit in his career?,D,609,625,750,755
"How many innings are in a Little League baseball game, excluding extra innings?",A,6,5,8,7
How many games are in a Major League Baseball season per team?,B,155,162,160,170
For what team did Tony Dorsett play after he left the Cowboys?,D,Houston Oilers,Minnesota Vikings,Pittsburgh Steelers,Denver Broncos
In what year did Roger Staubach win the Heisman Trophy?,A,1963,1962,1965,1964
The Cowboys had the first selection in the 1974 draft. Who did they take?,C,Tony Dorsett,Thomas Henderson,Ed Too Tall  Jones,Randy White
"Troy Aikman graduated from UCLA, but where did he begin his college career?",C,Miami,Stanford,Oklahoma,Texas
Which of these players won the Super Bowl MVP despite his teams loss?,D,Roger Staubach,Harvey Martin,Randy White,Chuck Howley
The Cowboys were originally called the Dallas Texans.,B,True,False,,Q Which of these Cowboys won the Super Bowl XII MVP trophy?
"Chicago Bulls drafted this player in 1984, who is probably the best in the NBA ever. He played his final game on April 16, 2003.",D,Shaquille ONeal,Magic Johnson,Kevin Garnett,Michael Jordan
He was selected by the Phoenix Suns in the first round (15th pick overall) of the 1996 NBA Draft.  In 2005 he was awarded MVP (most valuable player).,D,Carmelo Anthony,Karl Malone,Kobe Bryant,Steve Nash
Rashard Lewis was the 3rd pick in 1998.,A,False,True,,"Q He was drafted in 2002 by Phoenix Suns, right after Nikoloz Tskitishvili , Dajuan Wagner, Nene, and Chris Wilcox."
This player was drafted in 1962 by the Celtics. He is also known as Hondo.,B,Maurice Cheeks,Jonh Havlicek,Peja Sojakovich,Sam Jones
In 1986 Detroit Pistons had great luck- they made two good draft picks. One of them was John Salley and the other was the 27th selected player.,C,LeBron James,Vlade Divac,Dennis Rodman,Chris Webber
"Although this player was the 36th selected player drafted by the Philadelphia 76ers in 1978, he turned out to be the best point guard drafted that year.",B,Jerome James,Maurice Cheeks,Butch Lee,Butch Lee
"Although he wasnt the best player on his college team, he became an All-Star player in his fifth season. Detroit Pistons drafted him in 1971.",B,Roko Ukic,Curtis Rowe,Ben Gordon,Jackson Vroman
This player was the 31st selected in 2001 draft by the Golden State Warriors.  He and Jamison was chossen to represent the Washington Wizards at the 2005 NBA All-Star Game.,D,Carmelo Anthony,Ben Gordon,Vlade Divac,Gilbert Arenas
This European player was drafted in 2001 by the San Antonio Spurs. He became the youngest player ever to appear in a game with the Spurs making his NBA debut at 19 years old.,A,Tony Parker,Vlade Divac,Peja Stojakovic,Raul Lopez
"Before they were the Detroit Pistons, the Pistons played in this city.",C,"Gary, Indiana","Louisville, Kentucky","Ft. Wayne, Indiana","Cincinnati, Ohio"
"Before they were the L.A. Lakers, they played in this city.",C,Denver,Milwaukee,Minneapolis,Cincinnati
"Where were the NBA Hawks located, before moving to Atlanta?",D,"Rochester, NY","Syracuse, NY","Cincinnati, OH","St. Louis,MO"
These are the only two original NBA teams that never  moved.,C,Warriors and Bulls,Bulls and Celtics,Knicks and Celtics,Warriors and Knicks
Where did the Atlanta Braves team originate?,A,Boston,They were always in Atlanta,Sacramento,Milwaukee
Where were the Dodgers playing before they moved to L.A.?,C,"Newark, NJ","Sacramento, CA","Brooklyn, NY","Washington, DC"
What was the original home to the NFL Rams?,D,"Cincinnati, OH","Canton, OH","L.A., CA","Cleveland, OH"
Where did the Philadelphia Eagles use to play?,B,"Rochest, NY",Pittsburgh and Philadelphia,"Cincinnati, OH","Canton, OH"
To which city do the Sacramento Kings trace their origins?,D,"Washington, DC","Pittsburgh, PA","Louisville, KY","Rochester, NY"
Where did the San Francisco Giants play before San Francisco?,D,"Washington, DC","Buffalo, NY","Atlanta, GA","New York, NY"
This team won the 1994 NCAA Division I-A national football championship. The motto of the team is: Not the victory but the action. Not the goal but the game. In the deed the glory.,A,Nebraska,Oklahoma,Ohio State,Florida St
In 1927 this Ivy League team won the NCAA Division I-A national football championship.,D,Harvard,Army,Princeton,Yale
"In 1958, this team shared their first title from NCAA Division I-A national football championship with Iowa.",A,LSU,Army,BYU,Florida
"This team won the 2005 NCAA Football Championship, lead by head coach Mack Brown",B,Notre Dame,Texas,LSU,USC
"This team, with head coach Tom Osborne, won the most NCAA football Championships in the 1990s.",B,Tennessee,Nebraska,Florida,Florida State
"According to Dickinson poll, in 1928 this football team, coached by Howard Jones, won its first national title.",B,LSU,USC,BYU,Yale
"This team, nicknamed The Hurricanes, won three NCAA Football Titles in the 1980s.",A,Miami,Oklahoma,Penn State,Notre Dame
"In what year did Notre Dame and their head coach Knute Rockne, win their first NCAA football Championship?",D,1987,1980,1938,1924
"This team, led by head coach James Tressel,  won the 2002 NCAA championship, beating Miami in overtime.",B,USC,Ohio State,LSU,Miami
The athletic teams of St. John’s University were called the Redmen in the 1920s.,B,False,True,,Q Which is the nickname of North Carolina and of the University of North Carolina at Chapel Hill?
Which American university has chosen the spider as its official mascot?,A,University of Richmond,Boston College,University of Rhode Island,Valipariaso
The nickname for the University of Washington is the Huskies.,B,False,True,,Q The Eagles athletic teams represent which college/university?
What is the nickname of the University of Tennessees teams?,D,Hokies,Terrapins,Crimsom Tide,Volunteers
The Boilermakers is the nickname of which American university?,D,University of Michigan,Indiana State University,Northwestern University,Purdue University
In 1933 this team won the first NFL Championship Game.,B,New York Giants,Chicago Bears,Canton Bulldogs,Washington Redskins
Which team won the 1940 National Football League Championship Game with 73-0?,D,New York Giants,Oakland Raiders,Washington Redskins,Chicago Bears
Which of these teams won their first Super Bowl in 2005?,B,Atlanta,None of these,Seattle,Cincinnati
Which championship game was called The Greatest Game Ever Played and was the first  championship game to go into overtime?,D,The 1983 Championship Game,The 1974 Championship Game,The 1990 Championship Game,The 1958 Championship Game
In the 1967 NFL Championship Game Green Bay beat Dallas 21-17. Which nickname is attached to this game?,B,The Long Fourth-Quarter Game,The Ice Bowl,The One -Quarter Game,The First Super Bowl
Which NFL team won their 12th Championship in 1997?,A,Green Bay Packers,New England Patriots,Chicago Bears,Cleveland Bowns
Which of these teams was defeated at the Super Bowl XXXIII game by the Denver Broncos?,A,Atlanta Falcons,Providence Steam Roller,Frankford Yellow Jackets,Tennessee Titans
Which team won Super Bowl VII and Super Bowl VIII?,C,Pittsburgh Steelers,San Francisco 49ERs,Miami Dolphins,Dallas Cowboys
This player from Alabama University was the Championship MVP in 1968.,C,Paul Horning,Darryl LaMonica,Bart Starr,Max McGee
Which of these players have never won the Super Bowl MVP?,C,Richard Dent,Jake Scott,Dan Marino,Chuck Howley
The Ultimate Warrior and Rick Rude competed for the Intercontinental Title in which SummerSlam?,A,1989,1990,1988,1991
"The Honky Tonk man lost the Intercontinental Title to Ultimate Warrior at the first SummerSlam in 1988, but who was Honky originally to defend his title against?",C,Don Murracco,Jake Roberts,Brutus Beefcake,Jim Duggan
"Bret Hart wrestled in every SummerSlam that he could, while a WWF SuperStar.  From 1988-1997 he missed only one SummerSlam.  What year?",C,1989,1990,1996,1988
How Many Times has Randy Savage been the Macho King at SummerSlam?,B,2,1,0,3
Hulk Hogan has won a title at SummerSlam.,A,False,True,,Q The Largest in terms of attendance SummerSlam took Place in what year?
"In the SmackDown! US title match from the 2003 edition of SummerSlam, who walked out the US Champion?",C,Tajiri,Chris Benoit,Eddie Guerrero,Rhyno
The first steel cage match at SummerSlam was between which two competitors?,C,Diesel/Mabel,Bret Hart/Owen Hart,Ultimate Warrior/Rick Rude,Mankind/Hunter Hearst Helmsley
"How many times has SummerSlam been in New York City, at Madison Square Garden?",B,1,At least 3,2,0
Which team won five NBA titles in the 1980s?,C,New York Knicks,Chicago Bulls,Los Angeles Lakers,Boston Celtics
What NFL team did O.J. Simpson play for at the end of his career?,A,San Francisco 49ers,Oakland Raiders,Philadelphia Eagles,Miami Dolphins
What NBA team did Bill Walton lead to a NBA title?,A,Portland Trail Blazers,Utah Jazz,San Antonio Spurs,Houston Rockets
"What college basketball team did Billy King, general manager of the Philadelphia 76ers, play for?",D,Alabama,UCLA,Georgetown,Duke
What NBA team is known for their cowbells?,C,Atlanta Hawks,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs
What NFL team went 1-15 during the 1989 season?,C,Houston Texans,Chicago Bears,Dallas Cowboys,The New York Jets
What team did Oklahoma beat in the 2000 Orange Bowl to win the national title?,A,Florida Sate,ISU,Miami,Nebraska
"What number did Ralph Kiner, who was inducted into the Baseball Hall of Fame in 1975, wear when he played for the Pittsburgh Pirates in the 40s and 50s?",D,11,7,3,4
"What number did Tom Seaver, who was elected to the Baseball Hall of Fame on January in 1992,  wear when he was a player for the New York Mets in the 1970s?",C,35,47,41,32
What number did Major League Baseball player Pete Rose wear when he played for the Cincinnati Reds?,A,14,5,4,7
"What number did  Baseball Hall of Famer, Rod Carew, wear on his uniform when he played for the Minnesota Twins?",C,33,6,29,44
What number did Don Mattingly wear when he played as a part-time first baseman and outfielder for the New York Yankees in 1983?,D,33,18,23,46
What number did baseball player Darryl Strawberry wear when he played for the Los Angeles Dodgers in the 1990s?,A,44,39,8,18
What number did American football quarterback Joe Montana wear when he played for the college team Notre Dame?,B,18,3,16,12
"What number did O. J. Simpson, a member of the Pro Football Hall of Fame, wear when he played for the Buffalo Bills in the 70s?",C,44,33,32,34
"What number did Kirby Puckett,  who was elected to the Baseball Hall of Fame in 2001, wear when he was a player for the Minnesota Twins?",B,14,34,32,18
"What number did Carlton Fisk, who was inducted into the Baseball Hall of Fame in 2000, wear when he played for the Chicago White Sox?",B,27,72,15,13
This college was first to have the first overall pick for both the NFL and the NBA in the same year.,C,Notre Dame,Texas,Utah,USC
Which two schools are given credit for playing the first college football game?,C,Chicago - Ohio State,UCLA - USC,Princeton - Rutgers,Purdue - Notre Dame
"In NCAA football, a conference can play a conference championship game if it has this many teams.",A,12,16,10,11
Which of these bascetball players scored 100 points in one college game?,C,Wilt Chamberlain,Rod Thorn,Frank Selvey,Kareem Abdul Jabbar
For which college did Wilt Chamberlain play?,B,Villanova,Kansas,UCLA,North Carolina
For which college  did Reggie Jackson play baseball?,D,Florida,UCLA,Texas,Arizona State
Which college used to have the nickname The Ramblin Wrecks?,B,Purdue,Georgia Tech,Texas Tech,Oklahoma State
Which college has the team nicknamed The Boiler Makers?,B,Florida,Purdue,Miami,Stanford
Which college has the team nicknamed The Sooners?,B,San Diego State,Oklahoma,Purdue,Florida
"Which college football team set the record for most consecutive wins, eventually losing to Notre Dame?",A,Oklahoma,USC,Nebraska,Army
Which three teams are eligible to win The Commanders Trophy ?,D,"Indiana, Purdue and Ball state.","UCLA, USC and Stanford","Harvard, Yale, and Princeton","Army, Navy and Air Force"
"Which former football quarterback, inducted into the Pro Football Hall of Fame in 1977, was the MVP of the first two Super Bowls?",D,Art Donovan,Eric Dickerson,Al Davis,Bart Starr
"This former American football wide receiver, nicknamed Bambi, was inducted into the Pro Football Hall of Fame in 1978.",D,Don Hutson,Charlie Joiner,Bobby Mitchell,Lance Alworth
Who was the first person to become a member of both the Pro Football Hall of Fame and the Baseball Hall of Fame?,A,Cal Hubbard,Jackie Jensen,Dave Winfield,Bo Jackson
"Which former quarterback was named the Most Valuable Player of Super Bowl XXIX, and was inducted into the Pro Football Hall of Fame in 2005?",D,Jim Kelly,Bobby Layne,Norm Van Brocklin,Steve Young
"Which versatile athlete, inducted into the Pro Football Hall of Fame in 1963, won Olympic gold medals in the pentathlon and decathlon?",C,Kirk Gibson,Bo Jackson,Jim Thorpe,Jim Brown
"This legendary Green Bay Packers head coach, inducted into the Pro Football Hall of Fame in 1971, had the following maxim: Winning isnt everything; its the only thing.",B,Chuck Noll,Vince Lombardi,Tom Landry,Bill Parcells
"This retired cornerback, who played college football at Grambling University, was inducted into the Pro Football Hall of Fame on July 28, 1984.",B,Buck Buchanan,William Brown,Charlie Joiner,Willie Davis
Henry Aaron hit home run number 715 off of which Dodger pitcher?,C,Don Drysdale,Don Sutton,Al Downing,Sandy Koufax
What year did the Braves move to Atlanta?,D,1967,1965,1968,1966
What is Chipper Jones actual first name?,C,Peter,Paul,Larry,George
Atlanta Fulton County Stadium had what nickname?,C,Braveland,The Hot-Lanta,The Launching Pad,The Homer Dome
"The first couple of years in Atlanta, the Braves were considered lovable losers.  They won the first NL West title in 1969, the first year of divisional play.",A,True,False,,Q This pitcher ended Pete Roses 44 game hit streak in 1978 with a strikeout.
"In the 1996 World Series, this Braves player hit a home run in his first two at-bats.",B,David Justice,Andruw Jones,Fred McGriff,Chipper Jones
"Who was the winning pitcher in game six of the 1995 World Series, 1-0 victory over the Cleveland Indians?",D,Steve Avery,Greg Maddux,John Smoltz,Tom Glavine
Who is considered the first modern heavyweight boxing champion?,C,Bob Fotzsimmons,Jimmy Ellis,John L. Sullivan,James J. Corbett
Which boxing heavyweight champ was the subject of the movie The Great White Hope?,B,Marvin Hart,Jack Johnson,Jersey Joe Walcott,Tommy Burns
Who lost the boxing heavyweight championship to Joe Louis?,B,Jack Dempsey,James J. Braddock,Jess Willard,Max Baer
"Who was the only undefeated boxing heavyweight champ, later killed in an airplane accident?",D,Floyd Patterson,Ezzard Charles,Leon Spinks,Rocky Marciano
A Swedish boxer once held the boxing heavyweight title.,A,True,False,,Q From whom did Muhammad Ali get the championship the first time?
Who did Muhammad Ali beat to get the boxing crown the second time?,C,Joe Frazier,Ernie Terrell,George Foreman,Ken Norton
Which boxers shared the boxing heavyweight crown in 1978 ?,D,"Ali, Spinks and Holmes","Norton, Spinks, Holmes and  Dokes",Ali and Norton,"Ali, Norton, Spinks, Holmes and Ali"
How did boxer James J. Braddock get most of his money?,C,Shipping,Appearance fees,From Joe Louis,Boxing
What country did boxing champion Lennox Lewis represent?,D,Ireland,Canada,Texas,England
"Former NBA player, Michael Jeffrey Jordan was born on February 17, what year?",B,1965,1963,1960,1961
"What is the height of former NBA player, Michael Jordan?",B,68,6 6,67,65
Michael Jordan majored in geography at what university?,A,University of North Carolina,Duke University,Arizona State University,Florida State University
"After retiring from basketball in 1993, Michael Jordan spent the next year playing professional baseball.",A,True,False,,Q Former NBA player Michael Jordan won his second Olympic gold medal in what year?
What number did Michael Jordan wear after the return to NBA from his first retirement?,C,23,15,45,3
"On January 19, 2000, Jordan returned to the NBA not as a player, but as part owner and President of Basketball Operations of which team?",A,The Washington Wizards,The Los Angeles Clippers,The Indiana Pacers,The Chicago Bulls
What former catcher managed the New York Mets in 1973?,D,Gil Hodges,Joe Frazier,Wes Westrum,Yogi Berra
"Joining the team in 1962, this former infielder, manager and coach was the first 3rd baseman to play for the New York Mets.",B,Wayne Garrett,Don Zimmer,Ed Charles,Elliot Maddox
This great pitcher of the New York Mets won the Rookie of the Year award in 1972 by going 15-10 with a 2.32 ERA.,C,Jerry Koosman,Tom Seaver,Jon Matlack,Nino Espinosa
"This right-handed Major League Baseball player won the World Series MVP award, and then became the first player to sign with new team after winning the award, joining the Orioles in 1987.",C,Lenny Dykstra,Dave Kingman,Ray Knight,Darryl Strawberry
"What Dominican Republic born baseball player, played shortstop for the New York Mets in 1979?",B,Mike Phillips,Frank Taveras,Tim Foli,Ray Sadecki
"What former Major League Baseball shortstop, who at the time played for the New York Mets, got into a fight with Pete Rose during the 1973 playoffs?",C,Tim Foli,Teddy Martinez,Bud Harrelson,Rafael Santana
"This former pitcher, manager and executive in Major League Baseball, who led the Philadelphia Phillies to their first World Series title in 1980, managed the New York Mets during 1993-96.",A,Dallas Green,Davey Johnson,Joe Torre,Bobby Valentine
"Who became owner of  Major League Baseball, New york Mets in 1961?",C,Nelson Doubleday,Lorinda De Roulet,Joan Payson,M. Donald Grant
"This baseball player, signed by the New York Yankees as an amateur free agent in 1976, played for the New York Mets during 1984-1987.",A,Rafael Santana,Kevin Elster,Larry Bowa,Al Pedrique
"After five seasons as a roving instructor for the Seattle Mariners, this man eventually got hired by the New York Mets as the pitching coach, a position he held for ten years.",A,Mel Stottlemyre,Joe Pignatano,Bob Apodaca,Rube Walker
This baseball player and American national icon was known as The Sultan of Swat.,B,Christy Mathewson,Babe Ruth,Lou Gehrig,Cy Young
Which multiple MVP winner was called the Georgia Peach?,B,Walter Johnson,Ty Cobb,Albert Belle,Eddie Murray
This Baseball Hall of Famer is known as The Splendid Splinter.,B,Johnny Bench,Ted Williams,Joe DiMaggio,Hank Aaron
Which Hall of Fame pitcher was known as Rapid Robert?,D,Bob Turley,Bob Esposito,Bob Miller,Bob Feller
"This former baseball player, called The Ol Perfesser, left his mark on the game as a manager.",D,Miller Huggins,Earl Weaver,Connie Mack,Casey Stengel
"This baseball player appeared in 14 World Series, won the American League MVP Award three times and was elected to the Hall of Fame in 1972. His given name is Lawrence Peter but hes better known under what nickname?",C,Dutch,L.P.,Yogi,Larry
This former baseball player called The Major won the World Series in his first two seasons as manager.,A,Ralph Houk,Earl Weaver,Joe McCarthy,Dick Howser
Which player for the New York Mets was called Choo-Choo?,D,Rusty Staub,Jerry Grote,Rod Kanehl,Clarence Coleman
"This baseball player, nicknamed True, was a three time 20-game winner for the Oakland As.",C,Jim Hunter,Dennis Eckersley,Vida Blue,Rollie Fingers
Which New York Yankee pitcher was known as Louisiana Lightning?,B,Fritz Peterson,Ron Guidry,Bob Turley,Mel Stottlemyre
"This baseball player, who started his career with the Texas Rangers in 1991 at the age of 19, is known as Pudge.",D,Rusty Greer,Alfonso Soriano,Doug Mirabelli,Ivan Rodriguez
"Dating back to 776 B.C., the ancient Olympic Games were held in the valley of Olympia in southwestern Greece, to honor this god.",C,Poseidon,Hermes,Zeus,Apollo
"This person, widely regarded as the founder of the modern Olympic Games, presented his ideas of reviving the Olympics at a 1894 congress, held in Paris.",D,Father Henri Martin Didon,Harold Abrahams,Gaston Doumergue,Pierre de Coubertin
"The parade of the nations is part of the opening ceremony of the Olympic Games. Since the1928 Summer Olympics, which nation traditionally leads the parade?",B,The first country in alphabetical order,Greece,The country with the most medals from the last Olympics,The host country
"One of the most important symbols of the Olympic Games is the flag with five interlocking rings representing the unity of the continents. The rings appear in five colours, on white background. Why were the colours red, blue, green, yellow, and black chosen for the rings?",D,Because each of these colours is a symbol of one of the continents,Because these are the colours of Nature,None of these,Because each country at that time had one of these colours in its national flag
"During these Summer Olympics, 11 members of the Israeli team were taken hostage and later killed by Palestinian terrorists.",C,Barcelona 1992,Montreal 1976,Munich 1972,Los Angeles 1984
"This animal, possessing qualities such as resistance, strength and liveliness, was the first Olympic animal mascot, chosen for the1972 Munich Olympic games.",B,"Amik, the beaver","Waldi, the dachshund","Cobi, the dog","Sam, the eagle"
"This advertising slogan of Nike triggered harsh criticism during the 1996 Olympic Games in Atlanta, because it was in contradiction with the Olympic principles.",C,‘Exceed. Why compromise?’.,‘Nobody is perfect. My name is nobody’.,‘You don’t win silver – you lose gold’.,‘Common sense. Uncommon results’
"This person, president of the International Olympic Committee from 1980 to 2001, was criticised for widespread corruption in IOC members during his term, as well as for his ties with the former fascist government in his country.",D,Franco Carraro,Thomas Bach,Joao Havelange,Juan Antonio Samaranch
"The first official Winter Olympic games, initially called ‘The International Winter Sports Week, were held in 1924 in this Alpine town.",B,Bormio,Chamonix,Davos,Kitzbuhel
"The International Olympic Committee, created in June of 1894 to revive the Olympic Games, is the supreme authority of the Olympic Movement.  It is based in which city?",A,Lausanne,Geneva,Davos,Paris
"American professional wrestler John Cena was born in Tampa, Florida in 1975.",B,True,False,,Q Who was the wrestler that knocked Lilian Garcia off the ring apron during the 5th edition of RAW?
Which member of the McMahon family tried to drug Triple H backstage in one of the editions of  Raw?,A,Shane McMahon,Linda McMahon,Vince McMahon,Stephanie McMahon
"Amy  Dumas, an American professional wrestler, goes by what ring name?",D,Victoria,Mickie James,Candice Michelle,Lita
Who was the second wrestler to become Mr. Money in the Bank?,D,Edge,Mick Foley,Snitsky,RVD
The real name of Canadian professional wrestler Trish Stratus is Patricia Sue Stratus.,A,False,True,,Q Professional wrestler JBL wrote a book titled Get More Cash Instantly.
"In 1958, Ted Williams signed an extension with the Boston Red Sox to make him the highest paid player in Major League Baseball at the time. How much was it for?",D,"$206,000","$73,000","$527,000","$135,000"
This former Major League Baseball center fielder was the first player ever taken in an amateur draft by the Seattle Pilots.,D,Tommy Davis,Bob Coluccio,Steve Hovley,Gorman Thomas
"This Major League baseball player, who spent his career with the Chicago Cubs and St. Louis Cardinals, was elected to the Baseball Hall of Fame in 1985.",C,Hank Aaron,Willie Stargell,Lou Brock,Red Schoendienst
This baseball star of the 1950s was the second black player to be signed by a Major League team.,A,Larry Doby,Minnie Minoso,Josh Gibson,Satchel Paige
"On September 11, 1985, Pete Rose hit a home run to break Ty Cobbs career hits record of 4,192 hits.",B,True,False,,Q This baseball star won his only MVP award in 1923.
"Five players were elected to the Baseball Hall of Fame in the first balloting in 1936. The first four were Ty Cobb, Babe Ruth, Honus Wagner, Christy Mathewson. Who was the fifth inductee?",B,Cy Young,Walter Johnson,Nap Lajoie,Clark Griffith
Barry Bonds hit the headlines since he became a rookie for which of these teams?,D,Giants,Astros,Mets,Pirates
Which team did Babe Ruth start his career with?,D,Braves,Yankees,White Sox,Red Sox
Ken Griffey Jr. has played with the Reds but which other team did he start his career with?,B,Red Sox,Mariners,Braves,Cardinals
"Ernie Banks, known as Mr. Cub, started his career with which team?",C,Pirates,Giants,Cubs,Dodgers
Which of these teams did Alex Rodriguez start his career with?,D,Angels,Rangers,Yankees,Mariners
Jeff Bagwell was drafted by the Red Sox but started his career with which team?,C,Mets,Orioles,Astros,Phillies
"Dale Murphy played his last game on May 21, 1993 for the Colorado Rockies and he started his career with which of these teams?",D,Mariners,Phillies,Reds,Braves
Reggie Jackson was inducted into the Baseball Hall of Fame in 1993. Which team did he start his career with?,A,Athletics,Angels,Yankees,Orioles
"While Sammy Sosa gained most of his fame with the Cubs, which team did he debut for?",B,Cubs,Rangers,Orioles,White Sox
"Frank Robinson had a long and successful playing career. Which team did Frank debut with on April 17, 1956?",B,Cardinals,Reds,Orioles,Cubs
