Questions,Correct,A,B,C,D
"What NBA team won their 16th NBA Championship title on June 8,1986?",A,Boston Celtics,Houston Rockets,L.A. Lakers,Chicago Bulls
Which of these songs was not on Bon Jovis chart-topping 1986 album Slippery When Wet?,A,Ill Be There for You,Never Say Goodbye,Livin on a Prayer,Wanted Dead Or Alive
"When this significant event took place on January 28, 1986, students worldwide saw it on live television.",B,A nuclear reactor at the Chernobyl nuclear plant explodes,Space Shuttle Challenger explodes,The United States Senate allows its debates to be televised,Pope John Paul II officially visits the Synagogue of Rome
The New York Mets were World Champions in baseball in the 1986 world series.,B,False,True,,Q Which one of these actors was not in the Academy Award winning Oliver Stone film Platoon?
On what album released in 1986 would I find the following lyrics:,,"hen I was 17 I did what people told me,",id what my father said and let my mother mold me,Control - Janet Jackson,True Stories - Talking Heads
"What southern sitcom, which debuted in 1986, are the following characters from: Julia, Suzanne, Mary Jo, Charlene, Anthony and Bernice?",A,Designing Women,Mamas Family,Its A Living,The Golden Girls
This was an attempt to establish the use of the metric system in the United States. However it was not accepted and the US never converted.,A,The 1975 Metric Conversion Act,IEEE Conversion RFC,The Common management interface protocol,ANSI Metric Conversions
"This suspension bridge collapsed due to resonance - a twisting pattern never seen before, took the bridge down.",C,The John Hancock Bridge,Willamette River Pedestrian Bridge,The Tacoma Narrows Bridge,The Golden Gate Bridge
"In early 1985 the manufacturer of this drink changed the recipe of the product, but after months of complaints, it was forced by the consumers to restore the original formula.",A,Coca Cola,Pepsi,Yoo-hoo,Dr. Pepper
"At the time, this was the most complex ship, employing safety measures unseen before.  She was double-bottomed and separated into 16 watertight compartments. Nevertheless, she sank on her maiden voyage.",A,Titanic,Britanic,Andrea Doria,The Empress of Ireland
"This rap artist, born Stanley Kirk Burrell was known for his lavish tours and catchy hooks.  However, his attempted restyling as a gangsta-rapper was a failure",A,MC Hammer,Marky Mark,Busta Rhymes,Vanilla Ice
"This aircraft was proposed by Boeing in the 80s, but never entered production due to excessive noise from its unducted fan engines and high production costs.",B,Spruce Goose flying boat,Boeing 7J7,Boeing Business Jet,Boeing 737
"This tank was built during World War II, but had weight and speed issues.  It never saw battle.",A,Panzerkampfwagen VIII Maus,Sturmpanzer IV Brummbr,M3A5 Grant,Heavy Tank Charron 2C
"This 15,000 ton, German-built ship maintained a route from Tallinn to Stockholm.  In 1994, it sunk to the bottom of the Baltic Sea due to a badly designed bow door.",A,Estonia Ferry,Blak Bark of Ostend,Barge of Calais,Castor to Circe
Three of these political events occurred in the 80s. Which one happened earlier?,C,The Collapse of the Soviet Union,The USA invades Panama,The Winter of Discontent in the UK,The Velvet Revolution in Czechoslovakia
"All of these famous political leaders lost their power in the 80s, except one. Can you spot him?",C,Augusto Pinochet,Ceausescu,Francois Mitterrand,Gustav Husak
The AIDS epidemic was identified and named before 1980.,B,True,False,,"Q Mel Gibson starred in all of the following four movies. However, only one of them was produced during the 80s.  Which one?"
The TV-series Taxi was first released during this period.,C,1990s,1960s,1970s,1980s
One of these TV productions was not released in the 80s.,C,Dynasty,The Cosby Show,Saturday Night Live,L.A. Law
Michael Keatons debut was in the 80s.,A,False,True,,"Q What Celtic chieftain fought Julius Caesar in Gaul, in the first century B.C.?"
What Merovingian became king in the fifth century A.D.?,B,Arpad,Clovis,Ethelred,Belisarius
"Archaic French is still spoken in the area of this once French colony, lost to the British in 1763.",A,Quebec,Senegal ( West Africa),Haiti,Cambodia
In what year did the French Revolution begin?,A,1789,1693,1724,1637
In what year was Napoleon Bonaparte crowned emperor of France?,B,1807,1804,1810,1801
In what year did the French pull out of Indochina?,C,1949,1964,1954,1970
"What statesman became the first President, under the Fifth Republic of France, in 1959?",C,Albert Lebrun,Vincent Auriol,Charles De Gaulle,Rene Coty
In what year was Francois Mitterrand elected President of  France?,D,1975,1987,1993,1981
What French monarch was known as the Sun King?,C,Louis X,Charles VII,Louis XIV,Henry III
"Although he spent 32 years as a criminal, this Wild West rogue killed only a single person. He was mainly engaged in robbing banks and became the first criminal to use an automobile for his escape.",B,Burt Alvord,Henry Starr,Cherokee Bill,Frank Canton
"This man killed his first victim at the age of 12. By the time he was 15 he had become an expert shot. As he was almost 6 feet tall, strong and quick in shooting, people were afraid of him. However, the $1,300 reward made some ordinary citizens work out an elaborate plan to capture him.",D,Dutch Charley,Billy the Kid,Butch Cassidy,Cherokee Bill
"This famous outlaw was very friendly and most of his shooting was done in self defense. He became an outlaw after someone murdered his employer, Tunstall, whom he loved as a father. At Tunstalls funeral, this outlaw swore that he would kill every man who had been involved in the Tunstalls murder.",B,Jesse James,Billy the Kid,Juan Flores,Frank Jackson
"While in charge of the guardhouse at San Carlos, this outlaw left his post to chase a man whom he considered responsible for his fathers death. When he came back, he argued with his superior and shot him in the leg. Arizona territorial legislature offered a $5,000 cash reward, but he was never captured.",C,Johnny Behind the Deuse,Pearl Hart,Apache Kid,Frank Jackson
"His first crime was breaking into a store and taking a pair of pants, leaving a message that he would pay later.  He went on to steal cattle from farmers, and later robbed the San Miguel Valley Bank robbery in Telluride, escaping with $20,000.",C,Daniel Boone,Pancho Villa,Butch Cassidy,Buffalo Bill
"Although this criminal, who acted with his brother, would rob banks and trains, he was a favourite of the press of his day. In various journalistic materials he was often presented as the contemporary Robin Hood. It was a fact that he preferred to rob rich people, but it was simply because they had more money.",A,Jesse James,Bill Miner,Joaquin Murieta,Jim Reed
"After his father was killed, this man sought revenge. He joined Quantrills fighting force. It was reported that he often frothed at his mouth in his almost psychopathic rage in battles. Some sources say he had a silk string with knots for every shot Yankee.",C,Jim Murphy,Billy the Kid,William Bloody Bill Anderson,Sundance Kid
"This man was known as the Mexican Robin Hood. He set up a band of 5 members, all with the same first name. His band is credited with stealing more than $100,000 in gold and over 100 horses.",D,Belle Star,Nathaniel Reed Texas Jack,George Newcomb Bitter Creek,Joaquin Murietta
"This criminal was active during the Gold Rush. He was famous for leaving poems in the place of the gold that he had stolen. He never robbed valuables from the passengers of the stagecoaches, he preferred treasure boxes.",D,Henry Clay White,Cyrus Skinner,Bob Younger,Black Bart
"This man was nicknamed the King of the Cowboys after he took part in the gun fight at the OK Corral in Tombstone, Arizona. When in 1879 he went West in Arizona, he achieved still more infamy, as the main antagonist of Wyatt Earp.",A,Johnny Ringo,Tom Starr Uncle Tom,Jim Murphy,Lee H. Musgrove
"In August of 2005, a Category 4  hurricane devastated the Gulf coast of the U.S.,  leaving much of the city of New Orleans flooded and without power.  Name the hurricane responsible for this widespread swath of destruction.",C,Rita,Louise,Katrina,Isabella
"On May 22, 1987, a multiple vortex tornado devastated this small Texas town.",A,Saragosa,Texarcico,Northumberland,Zeetop
"The towns of Dana, Enfield, Greenwich, and Prescott, Massachusetts were all disincorporated on April 28, 1938, because of the following.",C,"It was agreed upon by a consensus of the 4 towns populace, to disincorporate due to flagging economic conditions.","All 4 towns were destroyed in a massive fire, and the area was rebuilt as a distant suburb of Boston.",The land was needed for a large reservoir.,A major railroad  company secured rights to the land and built a rail line through the heart of all 4 towns.
"Jonestown, Guyana, home to the Peoples Temple religious cult,  was virtually wiped off the map in November of 1978, when the cult leader induced 900 of his followers to drink cyanide laced Kool - Aid.  What was this cult leaders name?",C,Rev Dr. Parker Smalling,Rev. Alloyuishius Gant,Rev. Jim Jones,Rev. Donald Dunforth
"Muscogee, Florida was once a thriving village located 20 miles NW of Pensacola, Florida.  It was founded in 1857, yet by 1928 it was all but abandoned.  What was the cause of this towns demise?",B,"It was a haven for circus performers until 1925, when the circus left for Sarasota, and the performers followed.","It was a lumber mill town, and in 1928, the mills were sold.","It was a town largely dependent on the fishing industry, which experienced an economic downturn in the early 1920s.",It was flooded to make way for a canal which is part of the Inter - Coastal Waterway.
"Sinepuxent, a town on the eastern shore of Maryland, was destroyed by a tornado in 1818, and never rebuilt.",A,False,True,,"Q Napoleon, Arkansas, a once thriving river town situated near the confluence of the Arkansas and Mississippi rivers, was flooded by the two rivers, but was successfully rebuilt."
"New Burlington, Ohio was once a community located in NW Clinton County, Ohio.  It was flooded when the U.S. Government  flooded Caesar Creek in order to construct a reservoir.  When did this take place?",C,1960s,Late 1880s,1970s,1930s
"Achilles, Kansas was a thriving town whose heyday ran from the 1870s to approximately 1915.   By the year 1930, it was all but defunct.  What was responsible for this towns demise?",C,It became one of the casualties of The Great Depression.,"It was largely devastated by a tornado in late 1915, and never recovered economically.",It was bypassed by the railroad.,"It was requisitioned by the U.S. Army Corp. of Engineers, and slated to be flooded  in 1930."
"In 1988, this talk show host once brought out 67 pound of animal fat to show how much weight they lost.",A,Oprah Winfrey,Johnny Carson,David Letterman,Rikki Lake
This musician sang about an Uptown Girl in 1983.,D,Bryan Adams,Paul Simon,Elton John,Billy Joel
"Mr. Rogers, from the childrens television show Mr. Rogers Neighborhood, once donated a sweater his mother made him to the Smithsonian National Museum of American History.",B,False,True,,"Q Amy Carter, daughter of former president Jimmy Carter, was arrested in 1987 for protesting against campus CIA recruitment."
This group is known for their 1984 song Were Not Gonna Take It.,D,Quiet Riot,Ratt,Rough Cutt,Twisted Sister
What term did hippies use to refer to the institutions and structures they rejected?,D,The Power,The System,The Reign,The Establishment
"The term Summer of Love, associated with the hippie counterculture movement, refers to the summer of what year?",D,1965,1971,1970,1967
"Which of these artists did not participate in the Woodstock festival, an event regarded as the high point of the hippie movement?",B,Jimi Hendrix,Bob Dylan,Joe Cocker,Janis Joplin
"In this 1979 movie, Claude Bukowski, a boy from Oklahoma, visits New York City and befriends a group of hippies before being sent to an Army training camp.",B,The Misfits,Hair,The Strawberry Statement,Yellow Submarine
"Which American novelist, held Acid Tests in the 1960s, together with his circle of friends, known as the Merry Pranksters?",D,Norman Mailer,Kurt Vonnegut,Joseph Heller,Ken Kesey
The Free Speech Movement was a student protest that began in 1964 on the campus of which university?,A,"University of California, Berkeley","California State University, Los Angeles","Anderson University, Indiana",Florida International University
Which British band released the hit single Hippy Hippy Shake in 1963?,A,The Swinging Blue Jeans,The Kinks,The Rolling Stones,The Hollies
Which of these 1960s famous hippie gatherings did not take place in San Francisco?,C,The Human Be-In,The Summer of Love,Nambassa,The Love Pageant Rally
"Which 1970 book includes advice on such topics as growing marijuana, starting a pirate radio station and stealing food?",D,To Sail Beyond the Sunset,Stranger in a Strange Land,The Cat Who Walks Through Walls,Steal This Book
"In 1969, John Lennon and Yoko Ono held two, week-long Bed-Ins for Peace. In which city was their first Bed-In?",A,Amsterdam,Los Angeles,Montreal,New York City
"The Vietnam War is viewed not just as a conflict between South Vietnam and North Vietnam, but as a conflict of ideology between the communist block and western values. Which of these countries did not belong to the coalition of forces that supported the western-oriented, South Vietnam?",A,The United Kingdom,Australia,New Zealand,South Korea
"This Academy Award-winning film, directed by Oliver Stone, is based on the autobiographical book of Ron Kovic, a Vietnam War veteran, who became an anti-war activist.",A,Born on the 4th of July,Platoon,Apocalypse Now,Hair
"This is the code name of the bombing operation in North Vietnam, carried out by the US armed forces, which lasted between 1965 and 1968.",B,Operation Farmgate,Operation Rolling Thunder,Operation Urgent Fury,Operation Arc Light
This US President introduced his policy of ‘vietnamization’- enabling the South Vietnamese to take more responsibility for fighting the war on their own.,B,Lyndon Johnson,Richard Nixon,Harry Truman,John Kennedy
"This communist offensive, launched on January 30, 1968, which comprised attacks on major cities and military bases throughout South Vietnam, was named after an important Vietnamese public holiday.",A,Tet Offensive,Ram offensive,Ngay Offensive,Ong offensive
"Shooting at anti-war demonstrators at this university on May 4, 1970, triggered a nationwide student strike across America.",C,University of Maryland,Western Washington University,Kent State University,University of Montana
"Name the route running from South Vietnam through Laos and Cambodia into North Vietnam, used by North Vietnamese for sending soldiers to the south and for supplying the NLF (National Liberation Front ).",D,Bao Dai Trail,Diem Trail,Chi Thien Trail,Ho Chi Minh Trail
This American diplomat and statesman served as a National Security Advisor and later as a Secretary of State. He was awarded the 1973 Nobel Peace Prize for his role in negotiating a ceasefire and US withdrawal from the war in Vietnam.,B,Dean Rusk,Henry Kissinger,Robert McNamara,William Westmoreland
"This American was sentenced to life in prison, because in 1968 he led the My Lai massacre of Vietnamese civilians, including women, children and elderly men.",C,Clark Clifford,John Kerry,William Calley,Ernest Medina
"In this film, set during the Vietnam war, the following words are delivered by Lieutenant Colonel Bill Kilgore:  You smell that? Do you smell that? Napalm, son. Nothing else in the world smells like that. I love the smell of napalm in the morning.",B,The Deer Hunter,Apocalypse Now,Platoon,Casualties of War
"Two months after South Carolina seceded from the Union on December 21, 1860, Mississippi, Florida, Alabama, Georgia, and North Carolina voted to secede as well.",B,True,False,,"Q What Union General in charge was defeated during the First Battle of Bull Run, the first major land battle of the American Civil War?"
"During the American Civil War, in April 1862, Union Flag Officer David Farragut, who was in command of the West Gulf Blockading Squadron, took control of which vital port of the South?",B,Tampa,New Orleans,Mobile,Charleston
"After the death of this Confederate general on on May 10, 1863, General Lee remarked, I have lost my right arm.",B,Pickett,Jackson,Boregaurd,Armstrong
What African American Regiment helped to assault Fort Wagner in South Carolina during the American Civil War?,D,31st Connecticut,22nd Pennsylvania,52nd New York,54th Massachusetts
"Which general commanded the Confederate forces at the Battle of Gettysburg, that started on July 1, 1863?",C,George Meade,George Pickett,Robert E. Lee,James Longstreet
"Ulysses S. Grant and Robert E. Lee served together in which military conflict, regarded as a prelude to the American Civil War?",B,Indian War,Mexican War,Harpers Ferry,Bleeding Kansas
"What play was President Lincoln watching at Fords Theatre, when he was assassinated by a Southern sympathizer from Maryland?",B,Othello,Our American Cousin,Our Fair Lady,Macbeth
"The Battle of Worcester, the Battle of Hopton Heath, and the Battle of Winceby are just three of the battles during this civil war.",D,Irish Civil War,English Wars of the Roses,American Civil War,English Civil War
"The Battle of Grunwald, the Battle of Chojnice, and the Battle of Swiecin are three battles fought during this war.",D,Breton War of Succession,Onin War,War of Scottish Independence,Thirteen Years War
"The Battle of Ludford Bridge, the First Battle of St Albans, and the Battle of Blore Heath are three battles fought during this war.",D,Norman Conquest,Hundred Years War,Swabian War,Wars of the Roses
"The Battle of Sandepu, the Battle of Mukden, and the Battle of Dairen are just three of the battles fought during this war.",A,Russo-Japanese War,Long March in China,Second Sino-Japanese War,First Sino-Japanese War
"The Battle of Passchendaele, the Battle of Cer, and the Battle of the Frontiers were fought during this war.",A,WWI,Turco-Italian War,Polish-Soviet War,Czechoslovak-Polish War
"The Battle of El Alamein, the Battle of Narvik, and the Battle of Crete were fought during this war.",B,WWI,WWII,Great Poland Uprising,Polish-Lithuanian War
"The Battle of the Nile, the Battle of Radzyn, and the Battle of Aspern-Essling.",B,The Great Game,Napoleonic Wars,Wars of Scottish Independence,Ten Great Campaigns
"The Battle of Custoza, the Battle of Palestro, and the Battle of Calatafimi.",A,Italian Independence wars,Turco-Italian War,Italian Wars,Second Italo-Abyssinian War
"The Battle of Uji, the Battle of Dan-no-ura, and the Battle of Muroyama were all fought during this war.",B,First Sino-Japanese War,Genpei War,Wars of Sengoku Period in Japan,Russo-Japanese War
"The Battle of Ap Bac, the Battle of Dak To, and the Battle of Hamburger Hill.",C,Korean War,Ogaden War,Vietnam War,Indonesia-Malaysia confrontation
"The allies of WW2 initially consisted of three countries, which were later joined by others. Which of these countries never joined the Allies?",A,Japan,Italy,China,France
"Which was the formal reason for the end of World War II, on September 2, 1945?",D,The surrender of Germany,The number of civilians that had died,The usage of an increased number of atomic weapons,The formal surrender of Japan
What two countries were invaded by Germany on 9 April 1940?,D,Norway and Great Britain,Norway and France,France and Denmark,Norway and Denmark
"In which month of 1940 did the Soviet Union occupy Latvia, Lithuania, and Estonia?",B,May,June,August,September
"On 28 October 1940, launching the invasion from bases in Albania, Italy invaded this country.",A,Greece,Bulgaria,Checzoslovakia,France
"Nazi Germanys attempt at invading the Soviet Union, known as Operation Barbarossa, started on what date?",B,"22 July, 1941","22 June, 1941","22 June, 1940","22 August, 1941"
"This strategic meeting between the heads of the governments of the United Kingdom and the United States took place from December 22, 1941 to January 14, 1942.",A,The Arcadia Conference,The Yalta Conference,The Allied Conference,The Strategic Conference
"What happened on July 14,1789?",D,Japan opened ports to international shipping,Argentina gained independence from Spanish rule,The American Revolution ended,A mob of French peasants stormed the Bastille and started the French Revolution
"Which of these events occurred on November  22, 1963?",C,The United States bombed North Vietnam for the first time,Robert F. Kennedy was assassinated in Los Angeles,John F. Kennedy was assassinated in Dallas,The Beatles performed first concert in the US
"The date November 11, 1918 is famous with what event?",C,The first case of Asian flu was reported in the USA,Marie Curie discovered Radium,World War I ended,Adolf  Hitler was born
"What historical event took place on October 14, 1066 AD?",D,The Vikings landed in America,The Muslims retook Jerusalem,The Chinese first used fireworks in battle,England was conquered by the Normans in the Battle of Hastings
"What happened on July 4, 1826?",D,Andrew Jackson resigned as President,"Russia declared war on Turkey, starting the Crimean War",The Mexican army crossed into Texas,Both Thomas Jefferson and John Adams died
"What historical event occurred on March 15, 44 BC?",A,Julius Caesar was assassinated by members of the Roman senate,The first calendar was started by the Mayans in Central America,Korea gained independence from Japan,Mark Antony married Cleopatra
"Which of these events took place on June 18, 1815?",C,The noble gas Neon was discovered,Russia claimed the territory of Alaska,Napoleon was beaten at Waterloo,Andrew Jackson and his troops defeated the British at New Orleans
"Which of the following events happened on March,1692?",B,"An earthquake in Mexico killed over 10,000",The Salem witch trials began in New England,General Braddock was killed by the French,The Indians sold Manhattan Island to the Dutch
"The date July 2, 1937 is remembered with what event?",B,"Japan bombed Shanghai, off the coast of China, killing over 2,000",Amelia Earhart and her co-pilot disappeared flying across the Pacific Ocean,The Spanish Civil War ended,Charles Lindbergh crossed the Atlantic
"Which of these events occurred on December 29, 1170 AD?",A,"Thomas Becket, Archbishop of Canterbury, was slain in his church",Mongols crossed the Danube river into Hungary,Danish ships landed at Greenland and claimed it as a province,"Black Plague began in Genoa, Italy"
With what nations military did the US conduct desert exercises in 1981?,C,Iraq,Saudi Arabia,Egypt,Iran
The US mining of what nations harbors created a congressional frenzy in April of 1984 and was  a case heard by the International Court of Justice?,D,Japan,Qatar,Panama,Nicaragua
The US Federal Governments deficit in 1983 exceeded $250 billion?,A,False,True,,Q In what state was Claus von Bulow prosecuted?
President Reagan was shot in 1981 as he left this hotel.,B,"Ritz-Carlton, Washington DC",The Washington Hilton,The St. Regis Washington DC,"Park Hyatt, Washington"
"By 1983, less than 10% of all movie theaters in America had only one of these.",D,Stadium seating theater,Ticket register,Concession stand,Screen
"What major comic book character underwent a costume change in 1984, wearing a suit that was black and white instead of blue and red?",B,Superman,Spiderman,Captain America,Batman
Iran invaded Iraq in 1981.,A,False,True,,Q The Battle of Gettysburg was fought on these dates.
Robert E. Lee commanded the Confederate army at Gettysburg. Who led the Union forces?,A,George Meade,Winfield Scott,Daniel Sickles,Ulysses Grant
Which of these landmarks could not be found on the Gettysburg battlefield?,C,Little Round Top,Devils Den,Hells Half Acre,Seminary Ridge
This twenty-year-old was the only civilian killed during the Battle of Gettysburg.,D,Benjamin Bryan,Michael Cordori,Wesley Culp,Jennie Wade
"This 70-year-old citizen of Gettysburg grabbed his rifle during the first day of the battle and joined the Unions Iron Brigade. Not surprisingly, he was the only civilian to take part in the battle itself.",D,Donald Pfanz,Richard Sommers,John Proctor,John Burns
"General Lees three corps commanders at Gettysburg were Longstreet,  A.P. Hill and who else?",A,Richard Ewell,Richard Garnett,Issac Trimble,Johnston Pettigrew
This Union general was killed by a sniper on the first day of the Battle of Gettysburg.,C,Abner Doubleday,Joshua Chamberlain,John Reynolds,John Sedgwick
This cavalry officer commanded the Union cavalry at Gettysburg.,B,George Custer,John Buford,Judson Kilpatrick,Wesley Merritt
Abraham Lincoln signed the Emancipation Proclamation shortly after the Battle of Gettysburg.,A,False,True,,"Q WW II started on September 1, 1939 when Germany invaded which country?"
"At the beginning of WW II, The British and the French were so surprised by the swiftness of the German attack on its neighbor that for some time no response ensued. This period lasted till May, 1940 and is known by what name?",A,Phony War,Blitzkrieg,Anschluss,Boer War
"In February 1945, Churchill, Roosevelt and Stalin met in Yalta to discuss the future of  post - war Europe. The Yalta Conference produced important decisions, one of which stated that there would be free elections in Czechoslovakia.",B,True,False,,"Q This operation, led by General Dwight Eisenhower, was launched on 8 November 1942 and it was aimed at gaining control over Morocco and Algeria."
"The Tripartite Pact was signed on September 27, 1940 by Germany, Italy and Japan. Later, three more countries joined - Hungary, Romania and Bulgaria. When did Bulgaria join the pact?",D,"November 20, 1940","March 3, 1941","November 23, 1940","March 1, 1941"
This May 1942 battle was the first one to be fought only by aircraft carriers.,A,Battle of the Coral Sea,Battle of Midway,Battle of the Aleutian Islands,Battle of the Leyte Gulf
"Even though mainland Britain was not actually invaded in World War II, it had prepared a resistance movement, known under what name?",C,Home Guard,Dukes,Auxiliary Units,Partisans
"Who accepted the surrender of the German military forces in Northwest Germany, Holland and Denmark on May 4, 1945?",C,General Zhukov,General Jacques Leclerc,General Montgomery,General George Marshall
"Before committing suicide, Adolf Hitler appointed his successors. Schwerin von Krosigk was one of them.",B,True,False,,Q Which plane was the first operational turbojet to take part in WW II?
