Questions,Correct,A,B,C,D
"Nicknamed the Green Mountain State, this eastern US state was admitted to the Union on March 4, 1791.",A,Vermont,Pennsylvania,Connecticut,Delaware
"Nicknamed The Buckeye State, it is the birthplace many former US presidents, including Ulysses S. Grant.",C,Nebraska,Iowa,Ohio,Indiana
"This US state, known as the Equality State, is home of Devils Tower, featured in the movie Close Encounters of the Third Kind.",B,North Dakota,Wyoming,Idaho,Washington
"Home on the Range is the state song of this US mid-western state, known as The Sunflower State.",A,Kansas,Nebraska,Indiana,Illinois
"This Bluegrass State hosts a famous horserace in Louisville, and is the birthplace of President Abraham Lincoln.",A,Kentucky,Kansas,Nebraska,Illinois
"This volcano, featured in a short 1933 Academy Award-winning movie, is located near the Indonesian island of Rakata, in the Sunda Strait.",B,Ruapehu,Krakatoa,Kilauea,Pinatubo
"Located in Tanzania, it is Africas highest mountain.",C,Mount Kenya,Maromokotro,Mount Kilimanjaro,Ras Dascian
"One of the most intriguing attractions of Venice is Ponte dei Sospiri, which means this in English.",B,The River of Tears,The Bridge of Sighs,The Street of Sorrow,The House of Death
"If you think you can see the Statue of Liberty only in New York City, think again! I went to this huge European city and saw it right there, standing near the Grenelle Bridge and looking towards the Atlantic Ocean, facing its larger sister in New York Harbor.",A,Paris,Madrid,London,Barcelona
When I visited this lonely continent I was so moved by the spherical-sectioned shells of the opera house in this city.,A,Sydney,Melbourne,Brisbane,Adelaide
"Madrid is the largest city and capital of this country, whose the most valuable natural resource is the soil - nearly one-third of the land is suitable for cultivation.",A,Spain,Portugal,Argentina,Brazil
"Bern is the capital of this country, where most rivers are not suitable for navigation due to their great falls and swift currents.",D,Denmark,Sweden,Finland,Switzerland
"Ulaan Baator is the capital of this sparsely populated country, where domesticated animals outnumber people.",C,Chile,Brazil,Mongolia,Uruguay
"This country’s capital, Sucre, is nicknamed “the white city” because most of the colonial buildings in the city centre are white.",A,Bolivia,Pakistan,Honduras,Kenya
This country is about the size of California but has about one -sixth of its population. Its capital city is Asunción.,B,Cuba,Paraguay,Peru,Honduras
"Vientiane is the capital of this country, which has more than 50 ethnic groups, divided into three broad categories.",C,North Korea,Vietnam,Laos,Cambodia
"Phnom Penh is the capital of this country, whose official language is Khmer.",A,Cambodia,South Vietnam,Laos,North Vietnam
"Vienna is the capital of this landlocked country, which became a member of the European Union in 1995.",C,Australia,Belgium,Austria,Germany
"Montevideo is the capital of this second smallest country in South America, after Suriname.",D,Paraguay,Bolivia,Chile,Uruguay
"Caracas is the capital of this country, a Spanish colony for more than 300 years, before it declared its independence in the early 19th century.",C,Peru,Columbia,Venezuela,Chile
Prince Henry the Navigator contributed to the Great Geographical Discoveries by leading all Portuguese expeditions.,B,True,False,,"Q In 1488, a bold captain named Bartholomew Diaz gave the name Cape of Storms to the most southern African tip.  However, the Portuguese King altered the name to this."
"With the aid of Queen Isabella of Spain, Christopher Columbus set off in 1492 using three tiny ships.  One of these ships was not part of the expedition.",C,The Santa Maria,The Pinta,The Victoria,The Nina
Which of the following pairs (explorer - region he discovered) is not correct?,C,Cortez - Mexico,Pizarro - Peru,Cabral - Uruguay,Vespucci - Argentina
None of these  could be found in Europe before the Great Geographical Discoveries:,,"otatoes, chocolate, cocoa, quinine, tobacco, cabbage, cane-sugar, furs, whale oil, indigo, tea, coffee, porcelain, and cotton silks .",False,True,False
The Great Geographical Discoveries led to the spreading of colonialism and imperialism and even exploitation.,A,True,False,,"Q How did the political life in England, Spain and France change as a result of the geographical discoveries?"
Which of the following was not a cause of the Great Geographical Discoveries?,A,The Portuguese King thought his admirals would dethrone him and he wanted to send them away.,Many new inventions like the compass helped the sailors a lot.,The Turks controlled the land route to India. That forced the Western countries to seek alternative routes.,Western monarchs along with the Pope wanted to spread their influence through converting the newly discovered nations to Christianity.
Trenton is the capital of this eastern state.,C,Maryland,New York,New Jersey,Connecticut
Juneau is the capital of this last frontier state.,B,Utah,Alaska,California,Nevada
"Columbus discovered the Americas in 1492, and is rewarded with this midwestern state naming its capital after him.",C,North Carolina,South Carolina,Ohio,Georgia
Helena is this Rocky Mountain states capital.,D,Nevada,California,Wyoming,Montana
Richmond is the capital of this state where many US presidents were born.,B,Maryland,Virginia,West Virginia,Delaware
The capital of this diverse northwestern state is Salem.,B,Massachusetts,Oregon,New Hampshire,Washington
"This state, which houses one of the largest cities in the world, has Albany as its capital.",A,New York,New Mexico,Georgia,Minnesota
Jefferson City serves as the capital of this Midwestern state.,C,Texas,California,Missouri,Florida
The capital of this southern state is also known as music city.,B,Delaware,Tennessee,Kentucky,Georgia
Carson City is the capital of this Battle Born State.,B,Arizona,Nevada,California,Utah
Tallahassee is situated on the panhandle of this southern state and serves as its capital.,B,Pennsylvania,Florida,North Dakota,California
"If you are in Sacramento, the capital of this western state, you are within a days drive to beautiful beaches, high mountains with famous national parks, and one of the deepest, most picturesque lakes in the world.",B,Arizona,California,Utah,Washington
Austin is the capital of this US state which once existed as an independent republic.,A,Texas,Maine,Georgia,South Carolina
This northeast state has Augusta as its capital.,B,New Hampshire,Maine,Pennsylvania,Vermont
"This southern state has many beaches, an incredible fort from the revolutionary war, and Columbia as its capital.",A,South Carolina,Ohio,Illinois,North Carolina
This midwestern state has Madison as its capital.,A,Wisconsin,Indiana,Kentucky,Illinois
"Salt Lake City, known for the salty, barren desert lake to the west of the city, was founded by mormons and is the capital of this geographically diverse state.",A,Utah,South Dakota,Nevada,North Dakota
This eastern state with rich history has Annapolis as its capital.,A,Maryland,New Mexico,New Jersey,Virginia
Springfield is the capital of this midwestern state.,C,Kentucky,Missouri,Illinois,Ohio
Only this one of the seven wonders of the world survived the trials of time and is open to visitors.,C,Colossus of Rhodes,Statue of Zeus at Olympia,Great Pyramid of Giza,Lighthouse of Alexandria
"A wonder of the ancient world was built on the territory of all of these modern-day countries, but one.  Which is the odd one?",B,Iraq,Syria,Egypt,Turkey
In what century was the original version of the Seven Wonders of the World list created by Antipater of Sidon?,B,6th century BC,2nd century BC,7th century AD,3th century AD
"The Great Pyramid of Giza, the oldest of the Seven Wonders of the Ancient World, was built approximately how long ago?",D,1000 years ago,2000 years ago,700 years ago,4500 years ago
"According to legends, what was the purpose of the most mysterious of the Seven Wonders of the Ancient World -- The Hanging Gardens of Babylon?",C,Resemble the Heavens,Please the gods,Comfort a rulers wife,Provide a place of solace and recreation for the rulers
"The Statue of Zeus, a Wonder of the Ancient World created in the ancient city of Olympia in 435 BC, was made primarily of what material?",D,Copper,Gold,Marble,Ivory
"Built in honor of the Greek goddess Artemis, the Temple of Artemis was an enormous architectural construction for its time. In Greek mythology, Artemis is the goddes of what?",D,"Wisdom, strategy, and war",Beauty and Love,"Plague, beauty, light, healing, colonists, medicine",Hunt and the moon
"Like the Great Pyramid of Giza, the Mausoleum of Maussollos is the burial place of an ancient ruler - king Mausollos of Caria. Who conceived the idea of building this ancient wonder of the world?",C,Maussolloss best friend and advisor,Maussolloss son,Maussolloss sister,Maussolloss brother
"The Colossus of Rhodes was a giant statue, erected at the Greek island Rhodes harbor in 3rd century BC. Which ancient Greek god did the statue depict?",B,Ares,Helios,Zeus,Eurus
"The Lighthouse of Alexandria, the only one of the Seven Wonders, which had a practical use in addition to architectural elegance, included this remarkable device that astonishes even modern researchers.",A,A huge mirror,A telescope,A heavy catapult,A windsock
Over 125 million people of more than 250 ethnic groups share the territory of this African country. This constitutes 1/5 of the population of the entire continent.,A,Nigeria,Egypt,Zaire,South Africa
There is a vending machine for every 23 of the almost 130 million people that live in this country.,C,China,Singapore,Japan,Korea
"Dhaka, formerly Dacca, is the capital and largest city of this  country with over 140 million citizens.  Families there are large, unfortunately so is infant mortality.",D,Ecuador,Pakistan,Nauru,Bangladesh
This home to 144 million spans 11 time zones and its territory takes up 1/8th of the entire Earth surface.,D,Australia,Canada,USA,Russia
"Islam, Christianity and Hinduism all coexist in this country of 160 million.",B,Bangladesh,Pakistan,Iran,Iraq
About 75% of the 185 million citizens of this country live in the cities. The largest city is Sao Paulo with a population of 16 million.,B,Peru,Brazil,Bolivia,Argentina
"Constituted of 17,508 islands this country gives home to about 240 million. Its tropical rain forest accounts for 10% of the worlds rain forests.",D,Bali,Singapore,Malaysia,Indonesia
"It is home of almost 300 million.  There were millions of buffaloes before the first settlers arrived, but urbanization has been a factor in their decrease.",D,Canada,Mexico,Australia,USA
"The first medical school, Ayurveda was founded in this populous country.",B,Israel,India,Pakistan,China
"This is the most populated country in the world - 1.3 billion people live there.  The native language, Mandarin, is most widely spoken, with 885 million speakers.",C,Japan,India,China,South Korea
The famous Bull Run is held in this Spanish city.,B,Valencia,Pamplona,Cordoba,Barcelona
This American city used to be called  El Pueblo de Nuestra Senora la Reina de (blank) de Porciuncula.,C,Las Vegas,New York,Los Angeles,Kansas
"This East European capital city is famous for its wide, tree-lined boulevards and glorious Belle Epoque buildings. Some call it Little Paris because of these buildings.",D,"Belgrade, Serbia","Sofia, Bulgaria","Athens, Greece","Bucharest, Romania"
The famous Forbidden City located in this Chinese city.,B,Fujian,Beijing,Guangdong,Yunnan
This Indian city was the capital of Mogul sovereigns from 1526 to 1658.  Its most notable building is the Taj Mahal.,A,Agra,Varanasi,Mumbay,Jaipur
"Indian city again. This one, founded in 1727 AD  is known as The Pink City and is often visited by honeymooners.",B,Delhi,Jaipur,Bengal,Agra
"In close proximity to this Italian city are the famous ruins of Pompeii, which once was a thriving town for wealthy Romans. The city of Pompeii was destroyed in the cataclysmic eruption of Mount Vesuvius in 79 AD.",C,Bologna,Venice,Naples,Rome
"This city is famous for the fact, that a living goddess dwells there.  She is a young girl by the name of Kumari,  believed to have appeared in the 18th century.",D,Tansen,Kurari,Pokhara,Katmandu
"The name of this 5th largest city in North America originates from a Mohawk word, meaning where there are trees standing in the water.",A,Toronto,Quebec,Montreal,Ottawa
The name of this city means the capital in the native language.  It is the capital of South Korea.,A,Seoul,Taegu,Taejeon,Pusan
"This state, officially nicknamed The Golden State, is situated in the southern half of the west coast of the USA.",C,Florida,Utah,California,Miami
This mid-Atlantic state is called The First State due to the fact that it was the first to ratify the US Constitution.,D,Columbia,Georgia,Maine,Delaware
"Widely known for huge gambling and the legalization of gambling industry, this states official nickname is The Silver State.",B,Kansas,Nevada,Florida,Alaska
"Due to its natural beauty and relative wilderness, this Southern state is called The Natural State.",A,Arkansas,Alabama,Alaska,Arizona
This state of the New England region of the United States has the nicknames Pine Tree State and Vacationland.,D,Michigan,Maryland,Massachusetts,Maine
Which Southern state of the United States has a nickname The Magnolia State and a name that is the same as that of a big river?,B,South Dakota,Mississippi,South Carolina,Colorado
"This state, located in the mid-Atlantic region of the USA, has a capital called Trenton and is usually nicknamed The Garden State.",B,Wyoming,New Jersey,Rhode Island,Maine
"Nicknamed after the international park located in it, this state is often called The Peace Garden State.",A,North Dakota,Oregon,South Dakota,Tennessee
"What is the real name of the Evergreen State, situated in the Pacific Northwest of the United States.",D,Pennsylvania,New Jersey,Massachusetts,Washington
This small Mountain Sate is located in the region of Appalachia in the Eastern parts of the USA.,D,New Jersey,Pennsylvania,East Virginia,West Virginia
"This country, a victor in both World War I and World War II is the largest West European nation.",C,Spain,United Kingdom,France,Germany
"After multiple agreements between 1772 and 1795, Russia, Prussia, and Austria divided this central European country among themselves.  It finally regained its independence in 1918.",D,Slovakia,Belarus,Germany,Poland
"This Central America country, slightly smaller than South Carolina, withdrew from Colombia in 1903 with the help of US support.",B,Chile,Panama,Ecuador,Venezuela
"In 1895, military defeat forced China to cede this country to Japan. China re-gained control after World War II.",D,Thailand,Hong Kong,Singapore,Taiwan
"This kingdom was a founding member of NATO and the EU.  It remained neutral during World War I, but was invaded and occupied by Germany during World War II.",C,Denmark,Switzerland,Netherlands,Belgium
"This island country tried to gain its independence from Spain in 1821, but was conquered and ruled by the Haitians for 22 years.  It finally became independent in 1844.",C,Peru,Chile,Dominican Republic,Costa Rica
"This independent country, located in Southeastern Asia was first colonized by Portugal in the 16th century.  Between 1976 and 1999 it was a provice of Indonesia.",C,Brunei,Myanmar (formerly Burma),East Timor,Philippines
"This Southeast European country allied with the Axis powers and participated in the 1941 German invasion of the USSR.  In 1947, overrun by the Soviets, it bacame a Communist peoples republic.",D,Hungary,Yugoslavia,Slovenia,Romania
"This powerful world empire of the 16th and 17th centuries borders Andorra, France, Gibraltar, Portugal and  Morocco.",D,France,Tunisia,Algeria,Spain
"Frances conquest of this country began in 1858 and was completed by 1884.  Independence was declared after World War II, but the French continued to rule until 1954.",C,Tunisia,Morocco,Vietnam,Algeria
"Who is the little brother of Ralphie, the main character of A Christmas Story?",D,Rascal,Rudy,Rocky,Randy
"In the movie A Christmas Story, which of Ralphies friends gets his tongue stuck to a pole?",D,Scutt,Schwartz,Grover,Flick
What does Ralphies dad win in A Christmas Story?,B,Womans Leg Trophy,Womans Leg Lamp,Womans Leg Can Opener,Womans Leg Statue
"In A Christmas Story which famous piece of music always played in the background, when the bully and his minion entered a scene?",D,Ode to Joy,William Tell Overture,Pachelbels Canon,Peter and the Wolf
What present does Ralphie want more than anything in the film A Christmas Story?,C,Slingshot,Bow and Arrow,Red Ryder BB Gun,Brandywine Cannon
"In the movie A Christmas Story, when Ralphies mother puts soap in his mouth to teach him a lesson,",,hat effect does he imagine the soap will have on him in the future?,He goes blind,He goes blind,He goes mute
Where do the Parkers end up having Christmas dinner in the film A Christmas Story?,A,Chinese Restaurant,Goldblatts Department Store,The Bumpass,Griffith
What favorite television show did the film A Christmas Story inspire?,D,That 70s Show,Full House,Happy Days,The Wonder Years
"Christmas is the Christian holiday that celebrates the birth of Christ.  Christ was born in this city, according to the Bible.",C,Nazareth,Jerusalem,Bethlehem,Rome
"In the United Kingdom, what holiday is December 26th?",B,Perihelion,Boxing Day,Candlemas,St Patricks Day
Christmas celebrations in the Soviet Union were banned after the Russian Revolution.,A,True,False,,Q Finish the popular Christmas carol:
"The origins of the widespread tradition of decorating a Christmas tree can be traced back to the 16th century, in this country.",D,The United States,France,Russia,Germany
"For Catholics, Protestants and most Orthodox Christians, the 25th of December is celebrated as Christmas. However, the Jerusalem, Russian, Coptic, Serbian and Georgian Orthodox churches celebrate the birth of Jesus on this date.",C,December 31,February 15,January 7,November 25
The burning of the Yule Log is one of many Christmas traditions that come from the Yule festival. Do you know what this tradition symbolizes?,B,The mortality of humans,The returning light,The Holy Spirit,The life-cycle
"Jingle Bells, undoubtedly one of the most famous Christmas songs in the world, was written in 1857 by this person.",D,Joyce Ballantyne,Iza Trapani,Haddon Sundblom,James Pierpont
Three of these names are of reindeers of Santa Claus. Which is the odd one?,C,Comet,Rudolph,Clement,Donder
"Even though Jack Nicholson and Eddie Murphy were considered for the role of the Grinch in the 2000 movie, How the Grinch Stole Christmas, this man was the one who played the part.",B,Al Pachino,Jim Carrey,Danny DeVito,Eddie Griffin
"Known as the Triumphant City, this place is one of the largest urban settlements which features both Christian and Islamic monuments.",D,New York,Moscow,Lima,Cairo
"The biggest mosque in India, called Jama Masjid, is situated in this city, which is considered the heart of the country.",B,Jaipur,Delhi,Bombay,Calcutta
"What is the capital of the biggest Muslim-majority country, which is officially not a city but a province?",A,Jakarta,Ankara,Kairo,Istanbul
"This city originated from a Muslim settlement near the Pasig River in a country, which was a colony of Spain for almost three centuries.",D,Lima,Afghanistan,Seoul,Manila
"This city is located in the province Sindh in Pakistan, on the cost of the Arabian Sea.",C,Beijing,Hanoi,Karachi,Sydney
"This big city, originally named Naniwa, is famous for a huge aquarium called Kaiyukan.",A,Osaka,Seoul,Kobe,Delhi
Which big capital city is famous for being the site of the magnificent Saint Basils Cathedral?,C,Dhaka,London,Moscow,Paris
"This Latin Amrican city, known also as the City of the Holy Trinity, is located on the southern shore of the Río de la Plata.",A,Buenos Aires,Lima,Mexico City,Sacramento
This city is situated at the foot of the Alborz mountain range and one of its most famous landmarks is the Azadi Tower.,D,Shanghai,Lagos,Calcutta,Tehran
"Which city, known as the City of Light, was originally called Lutetia in Latin?",A,Paris,London,Rome,Vienna
Who was the first person to sign the the United States Declaration of Independence?,D,John Adams,Benjamin Franklin,Thomas Jefferson,John Hancock
Puerto Rico is a territory of the United States.,B,False,True,,Q What was the last state to join America?
In 1776 America declared independence from what country?,B,Spain,Great Britain,Mexico,France
Where did the first people on North America cross to get to America?,D,The Atlantic Ocean,The Pacific Ocean,Theajs,Beringa
George Washington signed the Declaration of Independence.,A,False,True,,Q What is the highest mountain peak in the United States?
What country gave the Statue of Liberty to America?,B,Italy,France,Great Britain,Spain
What was the first state to ratify the US Constitution and therefore the first state of the United States of America?,A,Delaware,New Jersey,Pennsylvania,New York
Who was the first American on the moon?,D,Buzz Aldrin,John Young,Michael Collins,Neil Armstrong
What year was the classic Christmas movie “It’s A Wonderful Life released?,C,1941,1939,1946,1955
"In the classic Christmas movie “It’s A Wonderful Life,” what is the name of the town that George Bailey lives in?",C,Junction City,Bedford Stuyvestant,Bedford Falls,Middle Village
"In the movie “It’s A Wonderful Life,” what is the name of the guardian angel that looks after George in his time of need?",C,Sam Wainright,Carl Switzer,Clarence Oddbody,Bartleby
"In the movie “It’s A Wonderful Life,” Drew Barrymores great grand uncle plays the role of crusty Mr. Potter.",A,True,False,,"Q In the movie “It’s A Wonderful Life,” George gets beaten up by drugstore owner Mr. Gower, who happened to be drunk at the time. Ultimately, George saves Mr. Gower from putting poison in a drug prescription. What propelled Mr. Gower to getting drunk that day?"
"In the classic movie “It’s A Wonderful Life,” George and Mary were at the gym dancing in a contest. What kind of contest was it?",A,Charleston,Waltz,Tango,Hop
What was the name of George Baileys fathers business in the movie “It’s A Wonderful Life”?,C,Bailey Bonds,Loans Are Here,Bailey Building  Loan,Mitchell Gs Rent A Buck
"In “It’s A Wonderful Life, George wanted to escape the horrors of Pottersville. He went to a bridge and was about to jump in the water when he realized that he wanted to live, and asked Clarence for a second chance, saying he wanted to go home to his family. After Clarence granted him his wish, he ran into the neighborhood police officer and asked “do you know me? What was the name of this police officer?",B,Johnny,Bert,Szuna,Ernie
"In the classic movie Its A Wonderful Life, George Bailey is deaf in one ear. How did he become deaf?",A,He jumped into a pond saving his brother.,He was born deaf in one ear,Car accident,Boating accident
"At the end of “It’s A Wonderful Life, Harry Bailey made a toast to the richest man in town. Who was he referring to when he made this toast?",B,Mr. Beckwith,His brother George,Uncle Billy,Mr. Potter
"The Lao Peoples Democratic Republic, a landlocked country in southeast Asia, neighbouring China, Vietnam, Cambodia, and Thailand, was previously known by the name of Lan Xang, which means what translated in English?",A,Land of a million elephants,Holy land,Land of great valleys,Land of abundance
"Brunei is a small country (about 5,700 km² in area,) situated on the island of Borneo, in Southeast Asia. Brunei borders only one country, which one?",C,Myanmar,Sri Lanka,East Malaysia,Indonesia
"The economy of the southern African republic of Botswana was formerly dependent on export of live cattle and meat, but since late 1960s, the mining industry has taken over.  Which of these natural resources is Botswana a significant exporter of?",A,Diamonds,Limestone,Coal,Iron
"The State of Qatar, an emirate in the Middle East with substantial oil and natural gas deposits, is located on a small peninsula (The Qatari peninsula), in which of these bodies of water?",C,The Gulf of Aden,Caspian Sea,Persian Gulf,Arabian Sea
"Burma, the former name of this Southern Asian republic, was changed by the military government which took over political authority in 1988. Nevertheless, Burma is still often used to refer to this country.",C,Laos,Brunei,Myanmar,East Timor
"Lying near the equator, the Republic of Suriname is a country with a tropical climate, swampy coastal plains, broad savannas, and densely forested areas, located on what continent?",C,Europe,Asia,South America,Africa
"Geographically, Azerbaijan is a country situated at the crossroads of Europe and Southwest Asia, between what two major water basins?",D,The Persian Gulf and Caspian Sea,Red Sea and the Indian Ocean,Mediterranean Sea and Black Sea,Caspian Sea and Black Sea
"This island country, whose national motto is Te Mauri, Te Raoi ao Te Tabomoa (Health, Peace, and Prosperity), has its territory situated in both hemispheres.",A,Kiribati,Zambia,Kuwait,Tuvalu
"The Independent State of Samoa is a country comprising a group of islands in the South Pacific Ocean, known as the Navigators Islands until the beginning of the 20th century, due to its inhabitants excellent seafaring skills. What is the main religion of the majority of the Samoans?",C,Islam,Hinduism,Christianity,Buddhism
This southern African constitutional monarchy is entirely surrounded by the Republic of South Africa.,C,Sierra Leone,Togo,Lesotho,Uganda
"389 sq. km (150 sq. miles) is the entire territory of this country, situated in the Caribbean. Agriculture is the most important sector of its economy, more specifically, bananas.",A,Saint Vincent and the Grenadines,St. Kitts and Nevis,Maldives,Barbados
"This 316 sq. km (122 sq. miles) country is an island south of Italy.  It has no mountains or rivers. Its university is one of the oldest in the world, founded in 1592.",B,Palau,Malta,Maldives,Tuvalu
"This country is comprised of 1190 coral islands southwest of the southern tip of India. They constitute 300 sq. kilometers (115 sq. miles). The official language is Dhivehi, but English is also spoken.",B,Haiti,Maldives,Seychelles,Polynesia
"This country, situated in the eastern Caribbean, stretches over 261 sq. km. (104 sq. miles). The two islands were first settled by the British in 1623 and gained their autonomy in 1967. Independence came in 1983.",D,San Marino,Seychelles,Nauru,Saint Kitts and Nevis
"Situated in central Europe, this country takes up 160 sq. km. (62 sq. miles). It is a famous winter resort, also known for its low tax rates.",A,Liechtenstein,Vatican City,San Marino,Monaco
"This country is an enclave in central Italy. Its territory is 61.2 sq. km. (24 sq. miles). It claims to be the worlds oldest republic still in existence, founded in 301 A.D.",D,Vatican City,Palau,Seychelles,San Marino
"This Pacific country lies on 26 sq. km. (9 sq. miles). It stands between Hawaii and Australia, its name meaning Eight Standing Together in the local language.",C,San Marino,Vatican City,Tuvalu,Seychelles
