Questions,Correct,A,B,C,D
Who is the Shakespearean villain who had his own brother executed and innocent children killed because they were hindrances to his kingly ambition?,B,Edmund,Richard III,Aaron the Moor,Othello
"According to psychologists villains in fairy-tales actually have an important role for the childrens mind formation, namely:",A,They help children decide what is bad,They make the story really funny,They are interesting models of behaviour,They always lose the battle
The famous evil female Baba Yaga comes from:,D,A Norse legend,An Uzbekistanian fairy-tale,A Moroccan song,Russian folklore
"Harry Potter is concidered malicious literature by some, because:",D,Most of its characters are strange beings,Its characters are mainly clad in black clothes,It comprises too many volulmes,It is about witchcraft
It turns out that people like reading about crime. The top-selling English-language author of all time is:,A,Agatha Christie,Ben Johnson,Edgar-Allan Poe,Virginia Woolf
"Who wrote about the early whodunit archetype, inspector Auguste Dupin?",B,Georges Sands,Edgar Allan Poe,Washington Irving,Nathaniel Hawthorne
Dr. Alex Delaware is the creation of which of these authors?,A,Jonathan Kellerman,Kathy Reichs,Faye Kellerman,Ross McDonald
"Robert B. Parker completed Raymond Chandlers unfinished final novel, Poodle Springs.",B,False,True,,"Q Kathy Reichs has written some great mysteries, where the primary character is Forensic Archaeologist, Kay Scarpetta."
"What is the name of Colin Creevys brother, who appears in the book Harry Potter and the Order of the Phoenix?",C,Carson Creevy,Darian Creevy,Dennis Creevy,James Creevy
Why was Hagrid missing in the beginning of Harry Potter and the Order of the Phoenix?,D,He went hunting unicorns.,He went looking for Dumbleodre.,He went looking for Sirius Black.,He went hunting giants.
What did Hermione do to Ron before she stormed out of the charms classroom in Harry Potter and the Half-Blood Prince?,C,She charmed a desk to fly over to Ron.,She charmed pencils to fly and poke Ron.,She charmed little yellow birds to fly at Ron and peck him.,She charmed a chair to fly across the room at Ron.
Draco Malfoy cries in a book of the Harry Potter series.,A,True,False,,"Q Did Crabbe and Goyle ever become friends with Harry, Ron and Hermione in the Harry Potter books?"
Harry liked Cho in the book Harry Potter and the Half-Blood Prince.,B,True,False,,"Q In Harry Potter and the Philosophers Stone, before Harry went to fight Professor Quirrel and He-Who-Must-Not-Be-Named, Hermione helped him with a task that involved what?"
"What was the name of the handsome, selfish teacher in Harry Potter and the Chamber of Secrets?",A,Professor Gilderoy Lockhart,Professor Godric Gryffindor,Professor Severus Snape,Professor Cedric Diggory
"In Harry Potter and the Philosophers Stone, what was the password to the Gryffindor tower during Halloween?",A,Pig snout,Fairy lights,None of these,Zebras tail
"In Harry Potter and the Philosophers Stone, who gave Nearly-Headless Nick the rejection letter from the Headless Hunt?",C,Sir Delaney Patrick-Podmore,Sir Sturgis Podmore,Sir Patrick Delaney-Podmore,Sir Bloody Baron
"In the Harry Potter series, who created the Ravenclaw House when Hogwarts was built?",A,Rowena Ravenclaw,Ronald Ravenclaw,Rowana Ravenclaw,Ricky Ravenclaw
What was the name of the child who delivered Ron his parcels in Harry Potter and the Goblet of Fire?,D,Creevy,Dennis,Collin,Nigel
Filch is a wizard in the Harry Potter books.,A,False,True,,Q Who took over the Fat Ladys job after she was scared out of her portrait in Harry Potter and the Prisoner of Azkaban?
Who lost the list of passwords for the Gryffindor tower in Harry Potter and the Prisoner of Azkaban?,B,Dean Thomas,Neville Longbottom,Ron Weasley,Padma Patil
"In Harry Potter and the Half-Blood Prince, who was bitten by the werewolf Fenfir Greyback?",B,Ron,Bill,Charlie,Percy
Who killed Dumbledore in Harry Potter and the Half-Blood Prince?,C,Professor Binns,Lucius Malfoy,Professor Snape,Bellatrix Lestrange
What is James Potter called by Lily Evans in Harry Potter and the Order of the Phoenix?,C,"A bullying, selfish git",A big-headed git,"A selfish, bullying toerag",An ignorant git
"What house was Cho Chang in, as explained in Harry Potter and the Prisoner of Azkaban, Order of the Pheonix, and Goblet of Fire?",D,Griffyndor,Slytherin,Hufflepuff,Ravenclaw
Who gave Dudley a pigs tail using a pink umbrella in the book Harry Potter and the Philosophers Stone?,B,Draco Malfoy,Rubeus Hagrid,Vernon Dursley,Harry Potter
Does Harry arrive at Privet Drive with Dumbledore in the first book of the Harry Potter series?,A,No,Yes,,"Q In Harry Potter and the Philosophers Stone, after getting off the Hogwarts Express, how did Harry and his fellow First Years get to the castle?"
Who saved Harry from Voldemort in the Forbidden Forest in the first volume of the Harry Potter series?,A,Firenze,Fred and George Weasley,Albus Dumbledore,Hermione Granger
"In Harry Potter and the Philosophers Stone, Severus Snape bewitches Harrys broom during the Quidditch match between Gryffindor and Sytherin.",A,False,True,,Q Why were Harry and Hermione at the top of the tallest astronomy tower when they were caught by Filch in Harry Potter and the Philosophers Stone?
It is stated in the first book of the Harry Potter series that Harry received his first Nimbus Two Thousand broom in the second year of his education at Hogwarts.,A,False,True,,Q What was Harry Potters first Famous Witch and Wizards card according to the first volume of the series?
"Did Harry, Ron and Hermione encounter a Venomous Tentacula in the first book of the series, after dropping through the trapdoor that Fluffy was guarding?",B,Yes,No,,Q Who gave Harry his invisibility cloak in Harry Potter and the Philosophers Stone?
In which Stephen King story do we meet the evil Randall Flagg?,D,Salems Lot,It,Rose Madder,The Stand
In which Stephen King story do we meet a banker from Maine named Andy Dufresne?,A,Shawshank Redemption,Children of the Corn,Cujo,Needful Things
Paul Edgecomb is a character in which Stephen King story?,D,Misery,Dolores Claiborne,Graveyard Shift,The Green Mile
Jud Crandall and Louis Creed are characters in which Stephen King story?,B,Christine,Pet Sematary,The Lawnmower Man,Night Shift
In which Stephen King story do we meet a red-headed character named Malachai?,A,Children of the Corn,The Tommyknockers,Firestarter,The Shining
In which Stephen King story are we introduced to a recovering alcoholic named Jack Torrance?,A,The Shining,Creepshow,The Boogeyman,Thinner
"Billy Halleck, a rather rotund lawyer, is a character from which Stephen King story?",B,Insomnia,Thinner,Rose Madder,Storm of the Century
The paraplegic Marty Coslaw is a character in which Stephen King story?,D,The Stand,Bag of Bones,Night Shift,Silver Bullet
In which Stephen King story to we meet the intriguing stranger Andre Linoge?,D,Misery,Salems Lot,Carrie,Storm of the Century
The former nurse Annie Wilkes is a character from which Stephen King story?,D,Dolores Claiborne,Rose Madder,Firestarter,Misery
Pennywise is introduced to us in a storm sewer from which Stephen King story?,C,Creepshow,Pet Sematary,It,Needful Things
Johnny Smith is a character that awakens from a coma in which Stephen King story?,B,The Green Mile,The Dead Zone,The Tommyknockers,Graveyard Shift
Arnie Cunninghams character is a nerdy high school student from which Stephen King story?,B,Children of the Corn,Christine,Cujo,Carrie
"What fantasy series tells us first about a sword, then about the elfstones and finally about a wishsong?",A,Shannara,Dragon Riders of Pern,Sword of Truth,Chronicles of Narnia
"In this sci-fi story, a young boy is given advanced training and then tricked into destroying an invading an alien fleet.",A,Enders Game,The Boat of a Million Years,Wisdom Beyond Fear,Harsh Reality
Which author describes the worlds of the Belgariad and the Malloreon?,A,David Eddings,Terry Goodkind,J. R. R. Tolkien,Robert Jordan
The fictional spice-drug Melange has a central role in which Sci-fi epic?,D,The Black Legion,The Pirates of Orion,War of the Worlds,DUNE
"This fantasy series features channelers, who can control the One Power, a mighty force that comes from the True Source, and is separated into two halves: a male part -saidin, and a female one - saidar.",A,The Wheel of Time,Running with the Demon,Ring World,Corinthia
"This series depicts a unicorn-riding wizard, who is actually a contestant in a game show, in the futuristic world of Proton.",C,Endless Recursion,Xanth,Apprentice Adept,The Divided Wolrd
"This popular fantasy series tells the story of a small human-like character, sent on a mission to save the world. He has to destroy an item of dark and terrible power by casting it into the fires of the mountain, where it was made.",D,The Wheel of Time,The Chronicles of Narnia,The Sword of Truth,Lord of the Rings
"Which Fantasy Series tells the story of  the War Wizard, Richard Rahl?",C,The Wheel of Time,Greystone Trilogy,The Sword of Truth,Battle Mage Trilogy
Which sci-fi classic features the story of an alien invasion thwarted by earths microorganisms?,D,Speaker for the Dead,Close Encounters,2001: Space Odyssey,War of the Worlds
Which fantasy series by C.S. Lewis includes a book entitled The Voyage of the Dawn Treader?,B,The Magic of Xanth,The Chronicles of Narnia,Lord of the Rings,The Pirates of Psion
"In the novel Gone with the Wind, what is Scarlett O Haras first name?",D,Scarlett,Carreen,Melanie,Katie
Which war is described in the novel Gone with the Wind?,D,The war in Iraq,The war of 1812,The Revolutionary War,The Civil War
"In the novel Gone with the Wind, what was the name of Scarletts first house -- the house she had her childhood in and loved more than anything?",A,Tara,Leps,Ward,Yern
How many children did Scarlett have in the novel Gone with the Wind?,A,3,4,1,6
"In the novel Gone with the Wind, what were the names of the two slaves Scarletts father bought, and what relationship did they have?",B,"Dilcey and Prissy, cousins","DIlcey and Prissy, mother and daughter","Mammie and Prissy, sisters","Mammie and Dilcey, best friends"
"In the novel Gone with the Wind, Scarletts father bought two slaves from Raif Tarleton.",A,False,True,,"Q In the novel Gone with the Wind, Dilcey had two children."
"Name the 19th century novel, which begins with the following sentence: ‘It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.’",C,Sense and Sensibility,North and South,Pride and Prejudice,Vanity Fair
"This quote is from a novel which focuses on the myth of hedonism: ‘The only way to get rid of a temptation is to yield to it. Resist it, and your soul grows sick with longing for the things it has forbidden to itself, with desire for what its monstrous laws have made monstrous and unlawful.’  Name the novel.",B,Lady Chatterleys Lover,The Picture of Dorian Gray,A Portrait of the Artist As a Young Man,Ulysses
"The following quote is from a novel which describes a society, characterized mainly by the lack of freedom: ‘Freedom is the freedom to say that two plus two make four. If that is granted, all else follows.’  Name the novel.",B,A Good man in Africa,1984,Lord of the Flies,Heart of Darkness
"The main character from this literary work by Philip Roth addresses the following words to his domineering and meticulous Jewish mother: ‘Because to be bad, Mother, that is the real struggle: to be bad and to enjoy it. That is what makes men of us boys.’",A,Portnoys Complaint,My Life As a Man,The Sun Also Rises,The Catcher in the Rye
"In this novel, with the following sentences, David Lodge sums up the fact that his Catholic characters ceased to believe in the existence of hell: ‘At some point in the nineteen-sixties, Hell disappeared. No one could say for certain when this happened. First it was there and then it wasn’t.",B,The Remains of the Day,How Far Can You Go,The Bloody Chamber,The Silence in the Garden
"The following quote is from a literary work by Kurt Vonnegut in which the characters search for an important and dangerous substance called ‘ice-nine’: ‘Beware of the man who works hard to learn something, learns it, and finds himself no wiser than before. He is full of murderous resentment of people who are ignorant without having come by their ignorance the hard way.’  Name the literary work.",B,Breakfast of Champions,Cats Cradle,Catch-22,Slaughterhouse 5
"The following speculation is from a novel set in the gloomy Fen Country of East Anglia: ‘Realitys not strange, not unexpected. Reality doesnt reside in the sudden hallucination of events. Reality is uneventfulness, vacancy, flatness. Reality is that nothing happens. How many of the events of history have occurred, ask yourselves, for this and for that reason, but for no other reason, fundamentally, than the desire to make things happen?’  Can you name the novel?",C,Times Arrow,Last Orders,Waterland,Sugar and Rum
"This quote is from a novel by Somerset Maugham, which tells the story of a young man searching for the meaning of life:  ‘It is an illusion that youth is happy, an illusion of those who have lost it; but the young know they are wretched, for they are full of the truthless ideals which have been instilled into them and each time they come in contact with the real they are bruised and wounded.",A,Of Human Bondage,Theatre,Sons and Lovers,Dombey and Son
"In this novel, the following words are said by the protagonist, Isadora Wing, who is in pursuit of liberation: ‘I was nobody’s baby now. Liberated. Utterly free. It was the most terrifying sensation I’d ever known in my life. Like teetering on the edge of the Grand Canyon and hoping you’d learn to fly before you hit the bottom.",D,A Good Man Is Hard to Find,Editha,Tropic of Cancer,Fear of Flying
"This is a quote from a novel in which the action takes place in a mental institution: ‘You have to laugh at the things that hurt you just to keep yourself in balance, just to keep the world from running you plumb crazy.’  Name the novel.",A,‘One Flew Over the Cuckoo’s Nest’,Lost in the Funhouse,Something Happened,The Winter of Our Discontent
"After Dr. Seuss used 236 different words to write The Cat in the Hat, his publisher, Bennett Cerf, bet $50 that Seuss could not write a book of only fifty words. Seuss won the bet with this book in 1960.",C,Hop on Pop,Theres a Wocket in My Pocket!,Green Eggs and Ham,One Fish Two Fish Red Fish Blue Fish
"Published in January 1990, this is the last book written and illustrated by Dr. Seuss. In the US, its a popular graduation gift.",C,My Book about ME,I Am NOT Going to Get Up Today!,"Oh, the Places Youll Go!",Fox in Socks
The plot of this 1984 Seuss satire has been likened to the war between Blefuscu and Lilliput in Jonathan Swifts Gullivers Travel and their war over which end of an egg is supposed to be cracked.,A,The Butter Battle Book,Oh Say Can You Say?,Green Eggs and Ham,Theres a Wocket in My Pocket!
"Youre a Mean One, Mr. Grinch, one of the most famous songs from the 1966 animated TV special How the Grinch Stole Christmas!, was sung by the narrator Boris Karloff.",B,True,False,,Q The title of this 1956 Dr. Seuss book has become a popular phrase used to introduce an opinion.
"Published in 1937, this is Dr. Seusss first book. Its main character Marco is based on Marco McClintock, the son of Mike McClintock, Seuss editor, and Helene McClintock, to whom he dedicated the book.",B,Theres a Wocket in My Pocket!,And to Think That I Saw It on Mulberry Street,Horton Hatches the Egg,The Cat in the Hat
In this 1954 Dr. Seuss book the moral of the story (and a repeated phrase throughout the book) is: a persons a person no matter how small. This was the first of two Seuss books starring this kind-hearted elephant.,C,Hop on Pop,Theres a Wocket in My Pocket!,Horton Hears a Who!,Hooper Humperdink...? Not Him!
"This 1971 Dr. Seuss book about a mossy,  bossy creature, the Once-ler and the Truffula trees has been banned by some schools and libraries for its anti-forestry industry content.",D,The Butter Battle Book,Horton Hears a Who!,Fox in Socks,The Lorax
"What book by Dr. Seuss contains the quote: When a Fox is in the bottle where the Tweetle Beetles battle with their paddles in a puddle on a noodle-eating poodle, THIS is what they call......a Tweetle Beetle Noodle Poodle Bottled Paddled Muddled Duddled Fuddled Wuddled Fox In Socks, Sir!?",C,The 500 Hats of Bartholomew Cubbins,If I Ran the Circus,Fox in Socks,"Oh, the Places Youll Go!"
Voyage of the Dawn Treader was written by this author.,B,T S Elliot,C S Lewis,Lewis Carrol,Brothers Grimm
This famous childrens poet wrote Where the Sidewalk Ends and The Giving Tree.,D,Dr Seuss,none of these,Lewis Carrol,Shel Silverstien
"Dante Alighieri (1265-1321) probably began this work in 1306. Its first canto begins with: Midway upon the journey of our life I found myself within a forest dark, for the straightforward pathway had been lost.",B,Troilus and Cressida,The Divine Comedy,The Decameron,Gargantua and Pantagruel
The Canterbury Tales is a collection of stories written by Geoffrey Chaucer. It recounts the tales told by individuals on a pilgrimage to the shrine of Saint Thomas Becket at Canterbury Cathedral. Which of the following was not a character in this work?,C,Physician,Reeve,Tax Collector,Yeoman
"In the novel Don Quixote by Spanish author Miguel de Cervantes Saavedra, who is the witty squire and companion to Alonso Quixano?",D,Aldonzo Lorenzo,Antonio de la Gandara,Che Guevara,Sancho Panza
"In this tragic play by William Shakespeare, three witches tell a general in the army of King Duncan that he will never be vanquishd until Great Birnam wood to high Dunsinane Hill shall come against him.",B,The Tempest,Macbeth,Hamlet,Titus Andronicus
"This 1971 novel by Anthony Burgess relates the story of a fifteen-year-old boy named Alex, who, with his gang members (known as droogs) roam the streets at night, committing violent crimes for enjoyment.",B,Helter Skelter,A Clockwork Orange,Fahrenheit 451,Catcher in the Rye
"The famous line In the room the women come and go, talking of Michelangelo is from the poem The Love Song of J. Alfred Prufrock by this influential 20th century poet.",D,W. H. Auden,Robert Browning,Robert Frost,T. S. Eliot
"This great work of Russian literature by Fyodor Dostoevsky features the character Raskolnikov, an impoverished St. Petersburg student who kills an unscrupulous pawnbroker.",D,Dead Souls,And Quiet Flows the Don,The Brothers Karamazov,Crime and Punishment
"This novel by Charles Dickens, published in 1850, is considered his most autobiographical. It begins with: Whether I shall turn out to be the hero of my own life, or whether that station will be held by anybody else, these pages must show. Characters include Wilkins Micawber and Uriah Heep.",B,Great Expectations,David Copperfield,A Tale of Two Cities,Bleak House
As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect is the opening line to this famous work of German fiction by Franz Kafka.,A,The Metamorphosis,Thus Spoke Zarathustra,As I Lay Dying,Heart of Darkness
"This novel by Charlotte Brontë includes the character Mr. Rochester, whose wife is a violent lunatic.",A,Jane Eyre,Wuthering Heights,A Room with a View,The Turn of the Screw
"Fifteen men on the dead mans chest— Yo-ho-ho, and a bottle of rum! is a famous line from Treasure Island, a novel by this author published in 1883.",B,James Fenimore Cooper,Robert Louis Stevenson,Ralph Waldo Emerson,William Makepeace Thackeray
"Death be not proud, though some have called thee mighty and dreadfull, for, thou art not so is a portion of a work by this poet who lived from 1572-1631.",B,John Milton,John Donne,Lord Byron,William Blake
"In what 1851 novel would you find the characters Ishmael, Captain Ahab, Queequeg and Starbuck?",C,Voyage of the Dawn Treader by C. S. Lewis,Heart of Darkness by Joseph Conrad,Moby Dick by Herman Melville,The Jungle by Upton Sinclair
"This early Anglo-Saxon work, possibly from the 800s, features the antagonist Grendel, a descendant of Cain who invades the mead-hall of the Danes and eats the men within. The title character ultimately beheads Grendel and keeps it as a trophy.",C,Oedipus Rex,Morte Arthure,Beowulf,Epic of Gilgamesh
"In Stephen Kings novel Bag of Bones, what is the location of the Noonans summer home?",A,Sarah Laughs,Black House,Parilloud,Lewiston
What is the name of Dolores Claibornes wealthy employer in the Stephen King novel Dolores Claiborne?,D,Jamie ONeal,Selena Cook,Joe St. George,Vera Donovan
"In the horror novel Misery, Annie Wilkes was referred to by the newspapers as what?",A,The Dragon Lady,The Baby Slayer,The Black Widow,Misery
What is Stephen Kings first published novel?,B,Salems Lot,Carrie,The Stand,The Shining
What novel did Stephen King and Peter Straub co-author in 1983?,B,Twilight Eyes,The Talisman,Black House,Shadowland
"In the novel Cristine, Dennis decides he does not like Christine, because, while sitting in it, he has a vision of the car and the surroundings as they would be in 1957 when the car was new.",B,False,True,,"Q Once in a kingdom called Delain, there was a king with two sons. Delain was a very old kingdom and it had had hundreds of kings, perhaps, even thousands... is the beginning of what book?"
"In the novel Pet Semetary, what is the name of the Creeds cat that is buried and returns to life?",B,Jud,Church,Gage,Louis
Who fell into the lake?,D,Neville,Colin,Hermione,Dennis
George used the Jelly-Legs curse on Goyle.,B,True,False,,Q On what day did Percy say he would have the report ready for Mr Crouch?
Goblet of Fire started a series of deaths in the books. Who died in Goblet of Fire?,D,Wormtail,Padfoot,Dumbledore,Cedric Diggory
Harry rescued Hermione from the Merpeople.,B,True,False,,Q Where do Harry Potter and Ron leave the chocolate cakes for Crabbe and Goyle to find?
"In chapter one of Harry Potter and the Prisoner of Azkaban, Harry has Snapes essay on Sleeping Draughts hidden under the floorboard.",B,True,False,,"Q In chapter 7 of Harry Potter and the Prisoner of Azkaban, titled The Boggart in the Wardrobe, a severed hand comes out of the wardrobe for Seamus Finnegan."
"How long does Dudleys tongue become, after eating Fred and Georges candies, in the fourth book of the Harry Potter series?",A,1 ft.,2 ft.,2.5 ft.,3 ft.
Rons Christmas gift to Dobby in Harry Potter and the Goblet of Fire is a tea cozy.,A,False,True,,Q What room does Harry Potter go to for his hearing in the 5th book of the series?
"In chapter 24 of book 5, what breaks Snapes attempt to use Legilimency on Harry Potter?",B,"Fluffys attack on Harry, Hermione and Ron",The vision of Cedrics dead body,Voldemorts re-birth,The Dementors kiss on Sirius
The weapon that Voldemort wanted in book 5 of the Harry Potter series was Harry.,A,No,Yes,,Q Who wrote the novel Gone With the Wind?
"In 2000, Alice Randall wrote a new version of Gone With the Wind in which the story is told from the point of view of the slaves. What was the name of this novel?",C,Scarletts Troubles,Went With the Wind,The Wind Done Gone,Tomorrow Aint  Another Day
"In 1962, the best known music theme from the movie Gone with the Wind often called Taras Theme, was made into a hit record on the pop charts. Which group had a 1962 hit with My Own True Love?",C,The Coasters,The Dovells,The Duprees,The Shangri-Las
Who portrayed Ashley Wilkes in the popular movie Gone with the Wind?,C,Gary Cooper,Groucho Marx,Leslie Howard,Voctor Jory
"Excluding the opening music, the intermission, and exit music, how long does the movie Gone with the Wind run?",D,148 minutes,127 minutes,180 minutes,222 minutes
Three men are given credit as directors of the movie Gone with the Wind. Which one of the following directors is not among them?,B,Sam Wood,Raoul Walsh,George Cukor,Victor Fleming
"The company that produced Gone with the Wind was fined because Rhett  Butler says the word damn in his famous line: Frankly my dear, I dont give a damn.",B,True,False,,Q How much did David O. Selznick pay for the rights to the book Gone with the Wind?
The producer of the movie Gone with the Wind was short of money and needed a male lead. With whom did he make a deal?,A,With his father-in-law,With Columbia Films,With his father,With  United Artists
A TV  sequel to  Gone with the Wind was released in 1994.,A,True,False,,Q Which American author is popularly known as the chronicler of the Jazz Age - the period between World War I and World War II?
Which novel by Ernest Hemingway was published in Great Britain under the title Fiesta?,C,Death in the Afternoon,A Farewell to Arms,The Sun Also Rises,For Whom the Bell Tolls
"Which 1929 novel narrates the decline of the distinguished Southern family, the Compsons?",B,East of Eden by John Steinbeck,The Sound and the Fury by William Faulkner,Manhattan Transfer by John Dos Passos,This Side of paradise by F. Scott Fitzgerald
The 1961 publication of this sexually explicit novel led to an obscenity trial in the USA.,B,Naked Lunch,Tropic of Cancer,A Spy in the House of Love,On the Road
"Which novel, set in the Great Depression of the 1930s, won the the Pulitzer Prize in 1940?",D,The Naked and the Death,Tortilla Flat,An American Tragedy,The Grapes of Wrath
Which of the following is not a character depicted by Joseph Heller in his anti-war novel Catch-22?,A,Papa Monzano,Major Major Major Major,Chief White Halfoat,Dunbar
Humbert Humbert is the protagonist and narrator of which 1955 novel?,A,Lolita,The Awakening,In Cold Blood,Something Happened
Which of these novels is not part of the popular Rabbit series written by John Updike?,B,Rabbit Redux,Rabbit in Love,"Rabbit, Run",Rabbit Is Rich
"Which author was not a reperesentative figure of the Harlem Renaissance, an African American cultural movement of the 1920s and early 1930s?",A,Carl Sandburg,ZoraNeale Hurston,Countee Cullen,Langston Hughes
"Who wrote the semi-autobiographical novel Junkie, which gives an account of the lifestyle of heroin addicts in the early 1950s?",D,Jack Kerouac,Philip Roth,Saul Bellow,William S. Burroughs
"In this book, a man loses his memory during the war, falls in love and marries, then hits his head and remembers his former life, forgetting his wife completely.",A,Random Harvest,The Razors Edge,Round the Bend,For Whom the Bell Tolls
This novel tells the story of a man that meets his double and changes identities with him.,C,Body Double,Dead Ringers,The Scapegoat,The Silent Partner
"A man who searches for inner peace, finally finding it by the side of a river is the protagonist of this 1922 German novel.",D,A River Runs Through It,On the Beach,In Search of the Miraculous,Siddhartha
"In this book, a man says that he will stop the motor of the world. He does so by removing the creative and visionary leaders from society one by one, tempting them to come live in an utopian society in the wilderness.",D,Giant,Utopia,Heart of Darkness,Atlas Shrugged
The main character of this novel can make people disappear from existence with an effort of will.,B,Steppenwolf,Stranger in a Strange Land,The Mote in Gods Eye,When the Bough Breaks
"In this novel, the son of a wealthy man is obsessed with creating more wealth, in a subconscious desire to rebel against his father. In the end, he discovers that he has become his father. During his life, he invests in airplanes and movies, among other things. He has many affairs with beautiful women along the way.",A,The Carpetbaggers,L.A. Confidential,Valley of the Dolls,The Tycoon
"Electrodes are implanted into the brain of this book’s protagonist in an effort to cure his seizures. But the electrodes fire too often, making him go on a murderous rampage.",D,The Electric Michelangelo,Altered States,The Electric Kool-Aid Acid Test,The Terminal Man
A mild-mannered coward is enlisted to help a group of hardened criminals pull off a museum theft in this 1962 English novel.,A,The Light of Day,The House on the Strand,The Empty Copper Sea,The Boomerang Heist
"In this novel, an adult man is obsessed with a teenage girl.",C,Obsession,Rebecca,Lolita,Studio Sex
This book tells the story of a pilot and a scientist on an air expedition to Greenland who have separate dreams of being two long-dead lovers.,B,Eaters of the Dead,An Old Captivity,The Interpretation of Dreams,Lost Horizon
Name the movie that ends with the following line: Louis. I think this is the beginning of a beautiful friendship.,A,Casablanca,The African Queen,The Maltese Falcon,Sahara
"They hand in hand, with wandering steps  and slow,",,hrough Eden took their solitary way is from a work by this author.,John Milton,William Shakespeare,Geoffrey Chaucer
Which movie ends with these lines:  Yes! Yes! I believe it. I believe it because I want  to believe it. Gentlemen I give you a toast. Heres my hope that Robert Conway will find his Shangri-La. Heres my hope that we all find our Shangri-La.?,C,Jane Eyre,Wuthering Heights,Lost Horizon,Green Mansions
"So we beat on, boats against the current, borne back into the past. was  the last line in a book by this  author.",B,Herman Melville,F. Scott Fitzgerald,Werner Herzog,Thomas  Hardy
Mother of Mercy! Is this the end of Rico? is the  last line of this great movie.,A,Little Ceasar,The Great Santini,Carlitos Way,Midnight Cowboy
"Which Shakespearean play ends with this line: So thanks to all at once and  to each one, Whom we invite to see us crowned at Scone.",C,"Henry IV, Part I",Hamlet,Macbeth,Othello
Which great movie ends with this line: Victory is Ours!?,B,Dr. Strangelove,Duck Soup,The Battleship Potempkin,The Great Dictator
"Which great movie ends with this line: The, uh, stuff that dreams are made of. Huh?",B,Casablanca,The Maltese Falcon,Sahara,Citizen Kane
"Which great movie ends with these lines: O-Lan, you are the Earth.?",C,The Day the Earth Stood Still,Green Mansions,The Good Earth,Lost Horizon
Which movie ends with these lines: Hello everybody. This is Mrs. Norman Maine.?,B,Citizen Kane,A Star is Born,Radio Star,A Day at the Races
"This movie is about a drifter, who works for a cruel boss at a textile mill, and comes across a mutated rat with no eyes or legs.",D,Cats Eye,Sometimes They Come Back,Pet Sematary,Graveyard Shift
