Questions,Correct,A,B,C,D
In 1983 Michael Jackson released this album which sold more than 25 million copies.,B,Dangerous,Thriller,Blood on the Dance Floor,Bad
This was the first western group to perform in China. They went there in 1985.,A,Wham!,The Bee Gees,The Smiths,Dire Straits
In 1987 this album of Guns N Roses made huge success on both sides of the Atlantic. In the UK it stayed on the charts for 131 weeks and in the US it was on for 147 weeks.,D,14 Years,Lose Your Illusion I,Lose Your Illusion II,Appetite For Destruction
"In 1981 MTV was first shown in this city, and the first video to be broadcasted was Video Killed the Radio Star by The Buggles.",B,Miami,New York,San Francisco,Washington
In 1988 this song by Bobby McFerrin became one of the most overplayed songs of the century.,A,"Dont Worry, Be Happy",Circlesongs,Beyond Words,Bang! Zoom
This was the last number 1 album of Police with the hit single Every breath you take. It appeared on the UK charts in 1983.,A,Synchronicity,Zenyatta Mondatta,Reggatta De Blanc,Ghost In The Machine
"This was probably one of the most shocking deaths during the 80s. On December 8, 1980 this member of the Beatles was shot.",B,Paul McCartney,John Lennon,Ringo Starr,George Harrison
Six oclock already I was just in the middle of a dream,,was kissing Valentino by a crystal blue Italian stream,Bangles,Bangles,Bananarama
And there are voices that want to be heard,,o much to mention but you cant find the words,Roxette,Kim Carnes,Roxette
Fab Five Freddy told me everybody was fly,,"J spinning I said, My, My",Blondie,Blondie,Go-Gos
Lying in my bed I hear the clock tick and think of you,,aught up in circles confusion is nothing new,Cyndi Lauper,Kim Carnes,Bananarama
Goddess on a mountain top burning like a silver flame,,he summit of beauty and love and Venus was her name,Bananarama,Go-Gos,Roxette
"Then it happened one day, we came round the same way",,ou can imagine his surprise when he saw his own eyes,"said Please, please understand",m in love with another man,Heart
"Show me a smile then,",,"ont be unhappy, cant remember",hen I last saw you laughing,Cyndi Lauper,Annie Lennox
"We are young, heartache to heartache we stand",,"o promises, no demands",Pat Benatar,Kim Carnes,Blondie
Do you hear them?,,hey talk about us,elling lies but thats no surprise,Go-Gos,Roxette
What country sensation made her acting debut in Tremors?,D,Dolly Parton,LeAnn Rimes,Tanya Tucker,Reba McEntire
"What county singer starred in the move,The Gambler?",C,Travis Trit,George Jones,Kenny Rogers,Dwight Yoakam
This country singer made her debut in Nine to Five.,C,Reba McIntire,Tanya Tucker,Dolly Parton,Naomi Judd
"This country star, who starred in Slingblade, has been to Hollywood more than once.",D,Willie nelson,Randy Travis,George strait,Dwight Yoakam
"This country star has acted with some of the best, as he did in the movie, Black Dog.",C,Willie nelson,Travis Tritt,Randy Travis,Tim McGraw
"This country singer preached a great sermon in the movie, The Redheaded Stranger.",D,Travis Tritt,Johnny Cash,Randy Travis,Willie Nelson
"This actress portrayed country singer Patsy Cline in the movie, Sweet Dreams.",A,Jessica Lange,Beverly DAngelo,Reba McIntire,Sissy Spacek
"This country artist sang his heart out in the motion picture, Pure Country.",D,Travis Tritt,Tim McGraw,Alan Jackson,George Strait
What country music singer and songwriter made an Oscar winning performance in Alice Doesnt Live Here Anymore?,D,Waylon Jennings,Willie Nelson,Glen Campbell,Kris Kristofferson
"What country singer plays Dr. Clint Cassidy on TV show, Doc?",A,Billy Ray Cyrus,Randy Travis,Travis Tritt,George Strait
"We did not see him, but this country music singer was the balladeer for the The Dukes of Hazzard TV series.",D,Willie Nelson,Kris Kristofferson,Johnny Cash,Waylon Jennings
What country singer made his acting debut in Black Cloud?,A,Tim McGraw,Travis Tritt,Willie Nelson,Dwight Yoakam
"Who played country singer, Hank Williams Jr. in Living Proof: The Hank Williams Jr. Story (1983) (TV)?",B,George Hamilton,Richard Thomas,Kurt Russell,David Keith
"Who played country music legend, Hank Williams Sr. in Your Cheatin Heart (1964)?",C,George Hamilton IV,Richard Thomas,George Hamilton,Travis Tritt
This actress played Loretta Lynn in Coal Miners Daughter (1980).,B,Dolly Parton,Sissy Spacek,Beverly DAngelo,Jessica Lange
"Who played with John Wayne in the 1969 motion picture, True Grit?",B,Kris Kristofferson,Glen Campbell,Travis Tritt,Mel Tillis
"This country singer played in the 2004 remake of  the 1975 movie, The Stepford Wives, a story about 1950s housewives.",A,Faith Hill,Tanya Tucker,Reba McIntire,Wynona Judd
Which movie is this soundtrack from?,A,Blues Brothers,Gangsters,Scarface,Mafia
"In 1968, Janis Joplin recorded this song that begins with the line Sittin down by my window, Honey, lookin out at the rain.",C,Turtle Blues,Piece of My Heart,Ball and Chain,Combination of the Two
"This 1967 hit that opens with the line You know that it would be untrue, you know that I would be a liar, was recorded by The Doors.",D,Touch Me,Love Her Madly,People Are Strange,Light My Fire
"Seattle-born Jimi Hendrix recorded this 1968 song that contains the lyrics: There must be some kind of way out of here, said the joker to the thief.",B,Foxey Lady,All Along the Watchtower,Are You Experienced?,Purple Haze
"This song, released in 1967 by the group Steppenwolf from Toronto, Canada starts with the line Get your motor running, head out on the highway.",A,Born to Be Wild,Screaming Night Hog,Magic Carpet Ride,Rock Me
"Which song, released by The Rolling Stones in 1965, contains the following lyrics: I live in an apartment on the ninety-ninth floor of my block?",D,Honkey Tonk Woman,Gimme Shelter,Brown Sugar,Get Off of My Cloud
"Which song, released by The Who in 1965 begins with the lyrics: People try to put us down, just because weve been around?",A,My Generation,Magic Bus,Behind Blue Eyes,Pinball Wizard
"This song, included in the 1977 album by Fleetwood Mac, opens with the following lines: Now here you go again. You say you want your freedom.",C,The Chain,Say You Love Me,Dreams,Tusk
"In 1965, The Beatles sang the lyrics, I think Im gonna be sad, I think its today, yeah, that come from which song?",D,Strawberry Fields Forever,Magical Mystery Tour,Norwegian Wood,Ticket To Ride
"On a dark desert highway, cool wind in my hair is the opening line of which 1976 song, recorded by The Eagles?",C,Tequila Sunrise,Life in the Fast Lane,Hotel California,Witchy Woman
"This hit, recorded in 1970 by Led Zeppelin, begins with the lyrics: We come from the land of the ice and snow, from the midnight sun where the hot springs blow.",B,Whole Lotta Love,The Immigrant Song,Good Times Bad Times,Black Dog
What 80s song are these lyrics from?,,"hen a problem comes along, you must whip it!",Whip It  by Devo,"Why Not Whippet, by Slim Whitman the Whipettes",Whipped Again  by Musical Youth
The following lyrics are from which 80s song and performer?,,"got my first real six-string, bought it at the five-and-dime",Summer of 69 by Bryan Adams,Summer of Unleaded by John Gold,Guitar Hog by Pluck This String
Which 80s song and performer are these lyrics from?,,"ed , gold and green. Red, gold and green!",Karma Chameleon by Boy George and Culture Club,Teen Design by Debbie Gibson,Kratwerk Kolors by The Mannheim Steamroller
Which of the following lyrics are not from a song written in the 1980s?,A,"Hotel, motel, Holiday Inn!","Our house, in the middle of our street.","I want to tell her that I love her, but the point is probly moot!",I bless the rain down in Africa!
Name the song title and performer of these 80s lyrics:,,oping to find some old forgotten words or ancient melodies.,Africa by Toto,Johnny Loves Chachee!  by Bergman,Shout  by A-ha!
What 80s song are these lyrics taken out of?,,he plan was we would share this feeling just between ourselves.,Let the Music Play by Shannon,Synchronicity by Sting,Let the Music Play by Shannon
Venus by Bananarama is the original version of the song.,B,True,False,,"Q In 1973 this singer, comedian and actress recorded The Night the Lights Went Out in Georgia, a song written by her husband, Bobby Russel."
"This group, formed in 1973 in Edinburgh, Scotland, had huge chart success in the UK with the song entitled Magic.",B,The Poppy Family,Pilot,Bay City Rollers,Nazareth
"This pop singer and songwriter, born in Montreal, Canada performed Rock Me Gently, a  #1 hit single on the American charts in 1974.",D,Maria Muldaur,Tiny Tim,Donny Hathaway,Andy Kim
"This band, formed in Nottingham in 1969, recorded the song The Night Chicago Died, which starts with the following words: My daddy was a cop on the east side of Chicago.",D,Bo Donaldson and The Heywoods,Jigsaw,Terrry Jacks,Paper Lace
"This Brazilian singer and songwriter became famous with his 1975 hit, Feelings.",C,Dan Hill,Shaun Cassidy,Morris Albert,Rupert Holmes
"This group, formed in 1969 at Rutgers University in New Jersey, had one #1 hit in 1972 -- Brandy (Youre A Fine Girl).",A,Looking Glass,Foghat,Sweet,Fleetwood Mac
"This band, formed in New York City, became famous in 1973 with the hit single Dancing in the Moonlight.",C,King Vitamin,Krokus,King Harvest,King Crimson
"This performer and songwriter recorded the song, I Like Dreamin , which reached #3 on the Billboard singles chart in 1976 and stayed in the Top 40 for a 20-week run.",D,Jimmy Greene,Michael Grey,Johnnie Whitaker,Kenny Nolan
"This group released a cover of Brother Louie, a song about an interracial love affair, which begins with the words: She was black as the night, Louie was whiter than white.",A,The Stories,Hot Tuna,Thin Lizzy,10cc
"This Grammy-winning American songwriter and singer released her most successful single, At Seventeen in 1975, a song about teenage fears and anxiety.",D,Jean Knight,Phoebe Snow,Melba Moore,Janis Ian
Busted flat in Baton Rouge,,aiting for a train,was feeling nearly as faded as my _______,Jeans,Soul
The worst is over now,,nd we can breathe again,wanna hold you high and steal ______,my pain,your wallet
Call you up in the middle of the night,,ike a firefly without any light,ou were there like a ________,blowtorch burnin,flashlight shinin
Nothings true and nothings right,,o let me be alone tonight,ause you cant change the way I am,re you ___________,strong enough to be my man
Ive seen your face a thousand times,,very day weve been apart,nd I dont care about ________,"the sunshine, yeah","the weather, yeah"
Say it aint so,,will not go,urn the lights off,_____________,Carry me home
Ones got a weasel and the others got a flag,,nes on the pole shove the other in a  _______.,bag,bag,rag
Im so happy,,ause today I found my friends theyre in my head,m so ugly,hats okay cause so ________,are you
I am a little bit of loneliness a little bit of disregard,,ut thats okay cause I cant help the fact,hat everyone can see these ___________,scars,cars
Youll get the message by the time Im through,,hen I complain about ________,me and you,that stinky shoe,the boys in blue
"This band from the 80s, formed in Leeds, England, had a huge hit in 1981 with Tainted Love.",B,A-Ha,Soft Cell,Depeche Mode,Tears For Fears
"What British one-hit wonder group struck gold in 1991 with their #1 hit the U.S, Im Too Sexy?",C,The Tubes,Flock of Seagulls,Right Said Fred,Siouxee and The Banshees
This American-born singer had a #1 hit in the U.S  with The Loco-Motion.,B,Lucretia MacEvil,Little Eva,Beatrix Potter,Lesley Gore
"This American-born one-hit wonder singer/rapper had a #1 hit in 1990 with the song Ice, Ice Baby.",B,Sir- Mix - Alot,Vanilla Ice,Kid Rock,Flynilla Ice
Which American-born  one-hit wonder singer/actress had a huge hit in 1982 with Mickey?,D,Cyndi Lauper,Laura Nyro,Phoebe Snow,Toni Basil
This Jamaican-born singer struck gold in 1974 with his #1 U.S/U.K single Kung-Fu Fighting.,B,Carl Weathers,Carl Douglas,Carl Thomas,Fred Douglas
This American-born one-hit wonder singer had a #5 hit in the U.S. in 1967 with San Francisco (Be Sure to Wear Flowers In Your Hair).,A,Scott McKenzie,Peter Tork,Desi Arnaz Jr.,John Phillips
Which Grammy Award-winning singer recorded the huge 1991hit Walking in Memphis?,C,Benny Mardones,Norman Greenbaum,Marc Cohn,Curtis Stigers
This one-hit wonder rapper/producer hit the big time in 1992 with Baby Got Back.,C,MC Serch,MC Hammer,Sir Mix-a-Lot,Gerardo
This American one-hit wonder duo struck it rich in 1969 with their U.S  #1 hit In the Year 2525.,B,Chad  Jeremy,Zager  Evans,Peter  Gordon,Proctor  Gamble
"This Canadian band came out with the song Safety Dance, which after being released in 1982 in the USA, soared to the top of the billboard charts.",A,Men Without Hats,The Tubes,Asia,Flock of Seagulls
"The song Pac Man Fever was created after the video game Pac Man, which was a craze that swept the USA in the 80s. Who recorded the song in 1982?",A,Buckner and Garcia,Rupert Holmes,Ashford and Simpson,Split Enz
"This singer performed the song Never Gonna Give You Up, which after being released in 1987, spent five weeks at the top of the British charts.",D,David Lee Roth,Timmy T.,John Cougar,Rick Astley
"In 1982 this progressive rock group released Heat Of The Moment, a song that reached #4 on US charts.",D,Genesis,Toto,Survivor,Asia
This Australian reggae-influenced rock band released their debut album Business As Usual in 1982.,D,Culture Club,Kajagoogoo,Men Without Hats,Men At Work
"This Guyana-born musician released the song Electric Avenue which, in 1983, became both U.S. and UK number 2?",A,Eddy Grant,Bob Marley,Ziggy Marley,Robbie Shakespeare
"This African American soul singer released the 1985 album Rock Me Tonight, which contains two Top 20 songs, You Are My Lady and Rock Me Tonight ( for Old Times Sake).",D,Billy Ocean,Jermaine Jackson,Peabo Bryson,Freddie Jackson
"This RB and dance music singer recorded her first album at the age of 12. The album, produced and arranged by  Van McCoy featured the disco tune When Youre Young and in Love.",B,Cyndi Lauper,Stacy Lattisaw,Stacy Q,Pebbles
"This British pop-reggae band recorded the hit Pass the Dutchie, one of the best-selling singles of 1982.",B,New Edition,Musical Youth,Boyz to Men,The Jacksons
"In 1987 this rock-jazz-pop band released their debut album entitled Its Better To Travel , which included the single Breakout.",B,Will To Power,Swing Out Sister,The Pet Shop Boys,Shakespeares Sister
"Jody Watley was a part of this disco-driven group, founded in the late 70s.",C,K. C and The Sunshine Band,Chic,Shalamar,Mary Jane Girls
"Peter Wolf played with this popular rock and roll band in the 70s, that moved toward a more pop-influenced style in the 80s.",A,J. Geils Band,The Knack,The Romantics,Aerosmith
"Although Limahl  was later fired after a disagreement, this group went to number 1 on the UK charts with his help.",B,Duran Duran,Kajagoogoo,Modern English,A-Ha
"Morrissey was a member of this British rock group from 1982 to 1987, before leaving to focus on his solo career.",B,Pet Shop Boys,The Smiths,New Order,Spandau Ballet
Which of these bands was Steve Winwood not a member of?,B,Spencer Davis Group,Cream,Blind Faith,Traffic
Jimmy Jam and Terry Lewis were members of The Time.,B,False,True,,"Q Don Henley was a vocalist, drummer, and guitarist with this group."
Belinda Carlisle used to do lead vocals for this 80s punk girl group.,A,The Go Gos,Bananarama,The Bangles,Psychedelic Furs
Steve Perry made his public debut as singer for this band in October 1977.,C,Loverboy,Boston,Journey,Electric Light Orchestra (ELO)
Name the performer of this 80s hit song.,A,Kim Wilde,Devo,Katrina  the Waves,Eurythmics
If You Want Blood Youve Got It,A,AC/DC,King Diamond,Rush,Kiss
Diary of a Madman,B,Marilyn Manson,Ozzy Osbourne,Alice Cooper,David Bowie
The Sad Wings of Destiny,A,Judas Priest,Dream Theater,Iron Maiden,Exodus
Operation: Mindcrime,D,Tesla,Twisted Sister,Megadeth,Queensryche
Killing is my Business...and Business is Good,D,Cannibal Corpse,Death Angel,Grim Reaper,Megadeth
Zipper Catches Skin,C,Warrant,Poison,Alice Cooper,Cinderella
Fabulous Disaster,C,Testament,Nuclear Assault,Exodus,Anthrax
Piece of Mind; Powerslave; Live After Death,A,Iron Maiden,Dio,Dokken,Dangerous Toys
This Toilet Earth; Ragnarok,B,Biohazard,Gwar,Metal Church,Corrosion of Conformity
La Sexorcisto: Devil Music Volume 2,C,Great White,Whitesnake,White Zombie,White Lion
"The Woodstock Music and Art Festival, was held in Bethel, New York, on 15, 16, and 17 August of what year?",D,1968,1967,1966,1969
"Vanilla Fudge was an American psychedelic rock band, whose members included organist Mark Stein, bassist Tim Bogert, lead guitarist Vince Martell, and this well-travelled and versatile rock drummer.",C,Jeff Lynne,John Bonham,Carmine Appice,Kenny Jones
"What year did British rock band, Led Zeppelin release their first, self-titled album?",A,1969,1967,1968,1966
"The Mothers of Invention were a rock and roll band active from the 1960s to the 1990s, that originally consisted of drummer Jimmy Carl Black, bassist Roy Estrada, saxophonist Davy Coronado, guitarist Ray Hunt, and singer Ray Collins.  After Ray Hunt left the group in 1964, what  famous American composer, guitarist, singer and satirist took his spot?",C,Phil Lynott,Captain Beefheart,Frank Zappa,Lowell George
"British progressive rock band, Procol Harum, was formed in the early 1960s by Robin Trower and this lead singer, who was awarded the Member of the Order of the British Empire in the Queens Birthday Honours on June 14, 2003.",D,Johnnie Winter,Robert Palmer,Jeff Lynne,Gary Brooker
"This British rock band, best-known for their hit singles Keep On Running, Gimme Some Lovin and Im a Man, was vocalist Steve Winwoods first group.",A,Spencer Davis Group,Blind Faith,Traffic,Moody Blues
"Musician Donovan Philips Leitch, simply known as Donovan, was born on May 10, 1946 in what country?",B,England,Scotland,Bolivia,United States
"Jimmy Page, one of the most influential guitarists in rock and roll, played for this band, before forming Led Zeppelin.",D,The Zombies,Gerry and the Pacemakers,The Animals,The Yardbirds
What is the name of the song which was a #1 hit for The Knack in 1979?,B,My Corona,My Sharona,Knack Three Times,My Bologna
Which song recorded by Simon  Garfunkel was a # 1 song in 1970?,A,Bridge Over Troubled Water,50 Ways To Leave Your Lover,Me And Julio,Cecilia
What hit performed by The Rolling Stones was a # 1 song in 1973?,C,Satisfaction,Wild Horses,Angie,Get Used To It
The group Chicago scored big in 1976 with this #1 song.,B,Colour My World,If You Leave Me Now,Saturday in The Park,Feeling Stronger Everyday
What is the name of this song that was a #1 hit for Debby Boone in 1977?,B,Midnight at The Oasis,You Light up My Life,At Seventeen,Those Were the Days
What song by Andy Gibb topped the charts in 1977?,D,The Nights on Broadway,Shadow Dancing,Thicker Than Water,I Just Want to Be Your Everything
Which song was a #1 hit for The Jackson 5 in 1970?,A,The Love You Save,Ease on Down the Road,Ben,Dancing Machine
Which song was a #1 hit for Olivia Newton-John in 1974?,C,Have You Ever Been Mellow,Youre No Good,I Honestly Love You,Hopelessly Devoted to You
What song by Don McLean became a #1 song in  the U.S in 1972?,A,American Pie,The Lion Sleeps Tonight,Irreplaceable,Vincent
He is best known for his 1976 Top 5 single Lonely Boy and the 1978 single Thank You For Being A Friend.,B,Burton Cummings Jr.,Andrew Gold,Leo Sayer,Henry Gross
"Who sang How Long,  a single with significant chart success, achieving a place in the top 20 UK Singles Chart, and reaching number 3 USA charts?",D,Pablo Cruise,Poco,Average White Band,Ace
"What year did the song Gypsies, Tramps and Thieves skyrocket to the top of the charts?",D,1980,1973,1975,1971
"Who performed 70s hit, Undercover Angel?",A,Alan O Day,Leo Sayer,David Cassidy,Rick Springfield
"Who performed Day after Day, a track from the 1971 album, Straight Up?",D,Dave Mason,Traffic,Dan Hill,Badfinger
"What early to mid-1970s group, originally called Blåblus, made a successful cover of B. J. Thomas 1969 song, Hooked on a Feeling?",A,Blue Swede,Blues Image,Blues Magic,Blues Traveler
"Hitch hike was a dance craze of 1960s, which started with the 1963 Marvin Gaye hit, Hitch Hike and re-energized with Hitchin a Ride, a hit song performed by this band in 1970.",A,Vanity Fare,ABBA,White Plains,Coven
"Their career took off in 1971 with Hey You Love, after which two number one hits followed --  Hello-A and How Do You Do, in 1972.",A,Mouth and MacNeal,Henry Gross,Cymarron,England Dan and John Ford Coley
"Chevy Van, a 1974 song which tells a story about a driver, who picks up a girl, was performed by what singer?",A,Sammy Johns,Sherman Kelly,Coven,Alive  and Kicking
"Who sang the massive, international 1974 hit, Beach Baby?",A,First Class,Gladys Knight  The Pips,Fifth Dimension,The Beach Boys
"What British pop group performed several hit songs, including the 1970 My Baby Loves Lovin and the 1971 When You Are a King.",A,White Plains,Johnny Maestro and The Brooklyn Bridge,The Manhattans,Boston
"What rock band, originally called Fat City, sang the 1976 hit, Afternoon Delight?",B,The Mamas and the Papas,Starland Vocal Band,Heart,Abba
"What British singer performed the 1972 hit, Beautiful Sunday?",C,Bryan Adams,Paul Revere and The Raiders,Daniel Boone,Leo Sayer
"What RB and soul singer, best known for her hits in the 1970s, performed the single, Right Back Where We Started From in 1975?",A,Maxine Nightingale,Natalie Cole,Crystal Gayle,Diana Ross
"Who performed the hit song Having My Baby in 1976, in duet with Odia Coates?",A,Paul Anka,Starbuck,Paul Revere and The Raiders,Paul Williams
Elvis made his first record as a surprise gift for his mom.,B,False,True,,Q Where did Elvis movie Jailhouse Rock premiere?
What Elvis Presley song was written by Mac Davis and had the alternate title The Vicious Circle ?,B,Way Down,In the Ghetto,Suspicious Minds,Return to Sender
Is there really  a Heartbreak Hotel down at the end of Lonely Street as the famous Elvis song goes?,B,No,Yes,,Q Who was in an Elvis movie as a child and then went on to play him as an adult?
Which President did Elvis meet at the White House?,B,Ronald Regan,Richard Nixon,Jimmy Carter,Bill Clinton
The American rock band Survivor had a #1 song in 1982. What was the name of this song?,B,Call Me,Eye of the Tiger,Heat of the Moment,Waiting for a Girl Like You
Welsh singer Bonnie Tyler had massive success with what #1 song in 1983?,C,Its A Heartache,Queen of Hearts,Total Eclipse of the Heart,The Tide Is High
Eddie Rabbitt  Crystal Gayle joined forces in 1983 and had a massive hit in the United States. What was the name of their song that reached #5 on the Billboard charts?,C,Endless Love,Baby Come to Me,You and I,Gonna Make My Brown Eyes Blue
What 1984 hit song by Prince was declared the top-selling single of the year by the Billboard magazine?,C,Kiss,1999,When Doves Cry,Little Red Corvette
In 1980 US pop music duo Captain  Tennille reached #1 charts with what song?,D,Im Your Captain,Muscrat Love,Love Will Keep Us Together,Do That To Me One More Time
Which song by Whitesnake was a # 1 song in 1987?,A,Here I Go Again,Down Under,Every Rose Has Its Thorn,Is This Love
Which song by Queen from their album The Game reached #1 on the U.S. Billboard Hot 100 in 1980?,C,Fat Bottomed Girls,Bohemian Rhapsody,Another One Bites the Dust,We Are The Champions
Which Van Halen song reached #1 in 1984 and was listed among the top 500 most influential songs in the Rock and Roll Hall of Fame?,C,Ill Wait,Panama,Jump,Hot for Teacher
What 1985 hit song by Starship was awarded in 2004 The #1 Most Awesomely Bad Song Ever by Blender magazine?,D,White Rabbitt,Tell Me Lies,Nick Of  Time,We Built This City
Which of these songs by Diana Ross became her fifth number-one single in 1980?,C,Mahogany ( Do You Know Where Your Going To),Im Coming Out,Upside Down,Muscles
"In 1987, this song by Madonna was a #4 hit and became the fifth US top-five hit from her album True Blue.",D,Borderline,True Blue,Holiday,La Isla Bonita
What Guns N Roses song that reached #7 on the charts in 1988 was used as a soundtrack of Clint Eastwoods 1988 film The Dead Pool?,A,Welcome To The Jungle,Lay Lady Lay,Sweet Child O Mine,Mr. Brownstone
What is the name of the song which was a #1 hit  on the U.S charts for The Byrds in 1965?,C,Bus Stop,Tell Her No,Turn! Turn! Turn!,The Theme From A Summer Place
Name this song which was a #1 hit on the U.S charts for Otis Redding in 1968?,A,(Sittin On) the Dock of the Bay,"Young, Gifted and Black",Ghetto Child,Ode to Billie Joe
What song by The Beatles was a #1 hit on the U.S. charts in 1968?,C,Long And Winding Road,Paperback Writer,Hey Jude,Satisfaction
What Simon  Garfunkel song was a #1 hit on the U.S charts in 1966?,A,The Sounds of Silence,Me and Julio,The Mary Jane Tastes Fine to Me,Cecilia
What song was a #1 hit on the U.S charts  for The Doors in 1967?,A,Light My Fire,People Are Strange,The Unknown Soldier,"Hello, I Love You"
What song by The Fifth Dimension topped the U.S charts in 1969?,A,Aquarius/ Let the Sun Shine in,One Less Bell to Answer,Woodstock,The Lion Sleeps Tonight
What is the name of The Rolling Stones song which was a #1 hit  on the U. S charts in 1969?,B,( I Cant Get No) Satisfaction,Honky Tonk Woman,Ruby Tuesday,Paint It Black
What is the name of the song recorded by Del Shannon which was a # 1 hit on the U.S charts in 1961?,D,Run Around Sue,Running Bear,The Book Of Love,Runaway
What song performed by Simon  Garfunkel was a #1 hit on the U. S charts in 1968?,B,"Sugar, Sugar",Mrs. Robinson,The Sounds Of Silence,Morning Has Broken
What song by Little Eva was a #1 song on the U. S charts in 1962?,B,Rockin Robin,The Loco-Motion,Its My Party,Set Me Free
Stand up little girl,,how me what hes done to you,To Be With You,Patience,Ill Be There For You
And you should have been gone,,nowing how I made you feel,Oh Sherry,Love Bites,Unwell
So I hear you found somebody new,,nd that I never meant that much to you,o hear that tears me up inside,nd to see you cuts me like a knife,Every Rose Has Its Thorn
Ill be there till the stars dont shine,,ill the heavens burst and the words dont rhyme,Always,Always,When Its Love
Shed a tear cause Im missing you,,ut Im still alright to smile,Patience,I Miss You,Patience
Dont know what Im gonna do,,bout this feeling inside,Angel,Is This Love,Angel
I dont wanna touch you too much baby,,ause making love to you might drive me crazy,Love Bites,Oh Sherry,Bed of Roses
Then you wouldnt have to say,,hat you loved me,ause Id already know,More Than Words,Unwell
Everybodys lookin for somethin,,omethin to fill in the holes,When Its Love,November Rain,Ill Be There For You
This heart of mine has been hurt before,,his time I wanna be sure,Waiting for a Girl Like You,Patience,Waiting for a Girl Like You
"Which musician, best known as lead singer of The Four Seasons, has guest starred on the hit series The Sopranos?",C,Paul Simon,Frankie Avalon,Frankie Valli,Frank Sinatra Jr.
"This girl group, formed in New Jersey in 1958, became famous with hits such as Will You Love Me Tomorrow, Dedicated to the One I Love, and Mama Said.",B,The Crystals,The Shirelles,The Ronettes,The Chiffons
"This musical group, created to be the stars of an American television series of the same name, recorded the hit Im a Believer.",A,The Monkees,Simon and Garfunkel,The Supremes,The Beach Boys
The Sounds of Silence was a major hit for which duo?,B,Marvin Gaye and Tammi Terrell,Simon and Garfunkel,Ike and Tina Turner,Jan and Dean
